		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Thermoplasmatota	S44C165-Flyer2018	-2.389881627	-2.3739856	-7.709406466	-7.792675356	-2.546048693	-2.58923936	-11.66000305	-20.72326584	-2.379006448	-2.426777816	-10.60235808	-11.57200743	-2.531403705	-2.510478336	-9.873966926	-8.996722042	-2.463588806	-2.37945982	-11.69517782	-12.12493595	-3.235021315	-3.210285056	-8.561531308	-8.474681266	-2.68166077	-2.570747441	-7.977338372	-9.607273184	-2.569467049	-2.585168572	-13.26407194	-11.50646031	-2.52393574	-2.507861823	-8.812904815	-9.550567048	-2.555102861	-2.593471213	-10.08105324	-10.45063369	-3.537865437	-3.522266162	-8.382424477	-11.06750869	-2.506711239	-20.72326584	-20.72326584	-2.871777195	-10.67853071	-5.695700591	-8.530471155	-2.579377645	-9.459461179	-3.247226072	-9.641164674	-3.138733391	-3.09874763	-9.672581154	-10.49696111	-10.03055113	-8.929922067
Bacteroidota	S44C209-Lasker2018	-9.080234201	-8.896733349	-7.355594836	-7.351759365	-8.795620885	-8.712699506	-6.735828899	-6.794075941	-9.807789175	-10.11171096	-8.100079855	-8.438393194	-9.56527178	-9.341628454	-7.209196307	-7.210341279	-9.442233338	-9.406537024	-6.971224399	-6.931313098	-10.05307785	-10.11992415	-7.77746655	-7.786096297	-8.710857798	-8.634677459	-7.434268309	-7.304866057	-8.302241502	-8.468061562	-4.509009186	-4.593639273	-8.465755582	-7.268991897	-1.857847087	-1.804811208	-7.605334065	-7.562517673	-2.519371382	-2.433804748	-4.643240241	-4.359716722	-1.686872938	-1.287477533	-8.362307539	-5.989054015	-5.788229542	-8.198260302	-1.684611501	-4.536021807	-4.085705487	-9.313438227	-3.499128133	-9.089318587	-4.98340488	-6.292640778	-4.922367994	-1.643516854	-1.839844835	-7.486339964	-7.227896771
Bacteroidota	S44C2237-Lasker2018	-10.17365733	-9.866899918	-6.972172687	-7.031125613	-11.67071349	-10.35479106	-7.304003087	-7.377138141	-12.40852651	-11.30720624	-10.54102876	-10.22287706	-12.64957538	-12.04183332	-8.331140396	-8.179955748	-12.11513675	-13.20215567	-8.068217865	-7.688320683	-11.99835523	-13.14357808	-9.280870739	-9.47257636	-9.709748425	-10.63846023	-9.022469657	-9.087245425	-7.084586257	-7.217427778	-3.755992765	-3.831625976	-8.043318004	-7.198750567	-2.045387221	-1.932082437	-5.853155486	-6.161435361	-1.851340055	-1.771172026	-3.500175276	-3.311867018	-1.367072761	-0.91943256	-5.969589911	-6.211621662	-5.987737501	-5.854581248	-1.304106997	-5.283676272	-4.635321606	-9.47869648	-4.84338867	-10.6503272	-3.671886771	-3.984439248	-4.141429189	-3.348026057	-3.559239032	-8.469253293	-8.16286104
Bacteroidota	S44C335-Lasker2018	-9.550174353	-9.756423984	-6.11728236	-6.310652092	-9.345440881	-9.486670377	-5.788349775	-6.091817267	-14.5429212	-12.38748199	-12.20640542	-13.49728551	-13.74476733	-12.19870009	-9.326731165	-9.142796683	-12.70067131	-12.57049576	-9.394336097	-9.076625809	-13.22666445	-12.84738808	-8.843921544	-8.799621091	-8.771228582	-8.713036131	-9.036762093	-9.562628438	-7.33397055	-7.427163226	-3.576505367	-3.802803824	-7.913886668	-7.166767229	-1.868259349	-1.879340114	-6.187744089	-6.349709008	-2.047568751	-1.909767894	-3.238195071	-2.950418029	-2.024505192	-1.758996015	-7.500554807	-6.206414359	-5.978369266	-7.232548739	-1.84042369	-4.870587306	-4.549536161	-9.427111322	-4.277563345	-10.12613085	-4.505959079	-5.936591663	-5.596577321	-3.816683053	-3.752825383	-9.467541349	-9.184778186
Proteobacteria	S44C36-Lasker2018	-7.993552976	-7.794768802	-5.037334456	-4.931131558	-7.54606036	-7.482848065	-8.65447366	-9.413827508	-20.72326584	-11.58284366	-9.66860027	-9.516164555	-11.49617037	-11.49249392	-6.647739385	-6.612001917	-11.83074539	-12.66589183	-8.158688602	-7.614787208	-12.30903706	-13.7047593	-6.849176608	-6.820204947	-6.662973061	-6.548523866	-6.404757191	-6.511029515	-5.223335932	-5.230701392	-4.948038651	-5.936634602	-5.986760031	-5.829509384	-3.529308098	-3.457050308	-5.920901112	-6.097585752	-5.228593003	-5.322999951	-3.364387148	-3.263693526	-3.235030791	-3.397760564	-5.594156296	-8.731357056	-8.450100544	-5.892118957	-4.195996297	-7.959192221	-7.356609189	-7.973905121	-6.24322946	-10.95438568	-4.273372142	-4.772381756	-4.719716989	-6.870477413	-6.891225551	-6.412517598	-6.565860841
Verrucomicrobiota	S44C49-Lasker2018	-4.557920255	-4.450438332	-1.647166099	-1.558823836	-4.341276246	-4.259082823	-3.164845249	-3.029278737	-4.800928655	-4.973869563	-4.346500199	-4.35972877	-5.65651713	-5.674299704	-3.53614659	-3.633578493	-5.404319065	-5.417052368	-3.997789848	-3.858194081	-6.70405456	-6.498482695	-4.582420533	-4.512902174	-3.376140377	-3.366605393	-3.425047314	-3.461820984	-4.764139189	-4.790666979	-3.249759246	-3.675043139	-5.354247331	-5.315061897	-1.95353274	-2.13759497	-5.115045678	-5.35496461	-1.741785315	-1.578728021	-3.471167556	-3.157227633	-1.653611136	-1.100613046	-4.974393822	-3.712527641	-3.356139631	-5.117927424	-1.631716492	-3.518945272	-3.044359147	-5.80812997	-3.449040813	-7.238545527	-2.10434798	-3.153460555	-3.32124518	-2.948437112	-2.947870464	-4.061337092	-3.781666943
None	S44C51-Lasker2021	-5.840219158	-5.687290734	0.78072573	0.955491253	-5.992331243	-5.946987672	-4.019271135	-5.456311583	-9.493332526	-9.235316864	-7.600706279	-7.545686698	-7.927449942	-7.486701922	-1.412627449	-1.273466691	-8.552173014	-8.451084669	-3.809248571	-3.267953129	-6.578112021	-7.935976534	-1.160375653	-1.191068619	-5.899199581	-5.738266782	-3.317823309	-3.328309318	-8.192989116	-8.131466613	-5.095682284	-5.870087445	-9.137348252	-8.943385889	-6.722211419	-6.606211057	-8.672451484	-8.700193679	-8.627944601	-8.659081232	-7.205440281	-7.177488729	-6.160974729	-6.825834981	-9.552192772	-7.150490041	-6.906599747	-9.511564931	-5.976442742	-8.955468335	-8.31174765	-9.392214529	-7.953062127	-8.657929218	-2.386413095	-8.403170149	-8.053528989	-8.540437254	-8.644158758	-1.189011219	-1.322515825
Bacteroidota	S44C700-Lasker2021	-9.887831412	-9.181428964	-3.928654343	-3.883934361	-8.076912572	-7.985643512	-5.1620309	-5.510984488	-10.52932194	-10.80370053	-7.450063039	-7.351027961	-9.965966968	-9.721146379	-3.131831646	-3.03302382	-9.23432594	-9.751755865	-3.033608465	-2.539365252	-9.916523026	-10.19243824	-3.217204198	-3.154110915	-5.331277906	-5.270584599	-3.768614546	-3.705298024	-6.099224784	-6.169682535	-2.527056576	-2.820262654	-7.004512906	-6.915807108	-4.168621161	-4.154263371	-7.22213464	-7.236739878	-5.53647923	-5.56375076	-4.794881016	-4.575901426	-4.949290047	-5.080166257	-6.957721244	-4.922848893	-4.572615972	-7.099514935	-5.473874669	-4.88412295	-4.24932959	-9.052872628	-4.590423751	-9.190602551	-2.424268652	-5.70296316	-5.515417963	-4.521796141	-4.763806662	-3.061930988	-2.99433511
Marinisomatota	S44C858-Lasker2021	-3.279681296	-3.097742386	-1.629131306	-1.621522634	-3.299859875	-3.21065419	-5.621374462	-6.810393932	-4.352272395	-4.350415183	-2.223795946	-2.1766175	-4.407024166	-4.350151837	-3.099915327	-3.042516696	-4.596587622	-4.489077823	-4.410708618	-3.81515681	-5.395680017	-5.713499048	-1.561595002	-1.655852752	-1.553625458	-1.434361241	-2.543830868	-2.763807439	-2.42803924	-2.34106529	-3.699480932	-3.90946104	-3.138563554	-3.125768342	-2.943679836	-2.930148411	-2.771146227	-2.912090726	-4.10097729	-4.514242413	-1.294020127	-1.338122746	-2.444249342	-2.78812285	-1.836294091	-8.29124729	-8.23408583	-2.731389798	-3.155402371	-4.52812813	-4.700263369	-4.162933708	-5.070284667	-5.793684425	-2.465222488	-1.718472609	-1.739206103	-5.089403458	-5.003925609	-2.892335767	-2.946098789
Proteobacteria	S44C939-Lasker2021	-5.047831588	-4.768851556	-0.326690711	-0.221392022	-4.666298103	-4.619325197	-2.467643822	-2.23826293	-7.135365792	-7.05953508	-2.747944017	-2.706338901	-6.946377455	-6.775943727	-1.289730419	-1.232560702	-7.084116347	-7.140455601	-2.308736565	-1.728157425	-6.611268333	-8.207634174	-1.017275637	-1.021968795	-2.931258392	-2.812932481	-1.727284382	-1.772447604	-4.159595273	-4.148170493	-3.404216194	-3.771720166	-4.828143752	-4.812256104	-3.906154658	-3.844838582	-4.893537893	-5.040153141	-4.276162742	-4.394550735	-3.401515802	-3.396565396	-3.430634709	-3.703208669	-4.017877032	-7.387606275	-6.949474864	-4.813793542	-3.850198116	-5.372176997	-4.876198374	-6.206896906	-5.487011038	-8.677966586	-2.260647392	-3.499502413	-3.619569907	-4.512231999	-4.664489179	-1.137502553	-1.163998109
Planctomycetota	S45C1045-Lasker2018	-6.311584691	-6.13467652	-8.09964712	-7.993606053	-4.280688839	-4.290969413	-11.36878209	-11.22642807	-6.75200642	-6.801700125	-13.56694545	-12.20186421	-6.202575729	-6.097817555	-8.723322743	-8.319343571	-6.065816826	-5.950357883	-11.40127524	-10.02839466	-7.777528308	-7.823961689	-8.438353777	-8.657935837	-4.292631222	-4.19377377	-6.590553531	-6.738928536	-3.671273394	-3.699636989	-20.72326584	-11.05533569	-3.857173474	-3.830334453	-7.562761502	-7.644316895	-4.195220482	-4.232480161	-7.449280173	-7.666942353	-4.082642124	-3.978571438	-7.177236398	-7.78784572	-3.151771793	-11.61207558	-11.10868023	-3.895644125	-8.706275048	-6.52035306	-6.827757003	-5.297618811	-8.491309825	-4.299031723	-7.293911852	-3.75547141	-3.827742337	-8.096316455	-8.145404143	-8.596154692	-8.277586386
Proteobacteria	S46C145-Lasker2021	-7.691748029	-7.356252478	-4.898148392	-4.802884323	-7.067237061	-7.045686347	-8.390801318	-9.047880594	-10.11782556	-10.32452701	-9.060693792	-9.160549375	-10.14575794	-10.15852562	-6.205542317	-6.220424129	-10.58330734	-10.57134312	-7.859151692	-7.253801763	-11.27067172	-11.09300908	-6.474244876	-6.48869152	-6.1986288	-6.13233158	-6.12165114	-6.15896575	-4.975521078	-5.020832004	-4.900078116	-5.923045291	-5.777903724	-5.643497007	-3.611185422	-3.514918819	-5.743835109	-6.006018869	-5.293743642	-5.370859028	-3.328117167	-3.217373055	-3.328612485	-4.112295602	-5.360081287	-8.334987475	-8.02393008	-5.627920037	-4.3132516	-7.564469282	-7.128889475	-7.663254275	-6.071258946	-10.73442533	-4.250662569	-4.567449154	-4.530085627	-6.658171102	-6.679632385	-5.986209579	-6.105581735
Proteobacteria	S47C145-Lasker2021	-7.708440812	-7.334874499	-4.846278008	-4.755475884	-7.143964187	-7.073436084	-8.489409994	-9.177812099	-11.47318441	-10.93659102	-9.454144261	-9.215019402	-10.93376591	-11.15978004	-6.263977981	-6.189406981	-11.02898109	-11.14107492	-7.898835777	-7.301755659	-11.23141792	-12.3113157	-6.520830791	-6.501754848	-6.237643539	-6.142778813	-6.028776127	-6.145459112	-4.994597746	-4.985338523	-4.86146936	-5.899206949	-5.743650768	-5.627060907	-3.568485749	-3.488796666	-5.746935058	-5.889029519	-5.269108975	-5.35162397	-3.27152264	-3.17175584	-3.290850432	-4.044758486	-5.3483401	-8.547380271	-8.113365256	-5.624538624	-4.287671092	-7.670268679	-7.341827136	-7.656021167	-6.120845388	-10.54519866	-4.210672265	-4.535945661	-4.498279322	-6.630843119	-6.667175742	-6.042187478	-6.155679974
Thermoplasmatota	S47C165-Flyer2018	-2.416386455	-2.379517586	-8.516792122	-8.501783926	-2.551209273	-2.575815101	-11.33137537	-12.8388088	-2.387469777	-2.432528006	-12.85025912	-20.72326584	-2.539627145	-2.520586189	-9.749196368	-9.139193888	-2.477878136	-2.394874783	-20.72326584	-20.72326584	-3.250433032	-3.234527653	-12.75640575	-20.72326584	-2.669722059	-2.562638237	-7.955575238	-9.212968422	-2.587785434	-2.597832497	-13.60568952	-20.72326584	-2.530923477	-2.533032805	-9.115079375	-9.462767533	-2.57652639	-2.623943349	-10.21272688	-10.51583573	-3.571758647	-3.529052003	-8.183207472	-10.52683927	-2.516344674	-20.72326584	-11.41553722	-2.896476234	-11.93881707	-5.721348528	-8.465324533	-2.608591081	-9.676388156	-3.321444935	-9.425082192	-3.143236931	-3.093973194	-10.08276973	-10.03856483	-11.02839517	-9.315545011
Thermoplasmatota	S47C1750-Lasker2021	-7.684280916	-7.481259111	-2.068619266	-2.000088615	-8.655794155	-8.587010957	-7.941697868	-9.161696409	-8.659943808	-8.503205822	-9.197298429	-9.268022664	-8.880979936	-8.686445149	-4.782490709	-4.679013732	-8.781365139	-8.751079237	-6.952776913	-6.212181046	-6.689900569	-8.37004969	-2.403893817	-2.65136045	-5.323348139	-5.212116827	-4.52151843	-4.611058689	-7.540256379	-7.895535219	-7.210829255	-7.691009197	-8.237644732	-8.158868958	-8.404106276	-8.356585858	-8.354494068	-8.863557827	-10.96485203	-11.30333048	-6.693710193	-6.727686925	-8.367265315	-9.101752998	-7.699993006	-11.28037755	-12.5554085	-8.935853424	-9.196744516	-9.252113444	-8.813527117	-8.705427655	-10.30515209	-8.611622779	-5.027881076	-7.670025511	-7.579779136	-11.37113619	-11.00186783	-4.416333482	-4.624358918
Proteobacteria	S47C2173-Lasker2021	-4.363280487	-4.268520108	-1.699949329	-1.623446572	-4.811898335	-4.752261095	-6.137445828	-7.532259324	-5.75222553	-5.770919954	-1.852780657	-1.806260294	-5.871895019	-5.771494955	-2.263817502	-2.212352775	-6.123245929	-6.006942718	-3.242048781	-2.681541186	-7.442718894	-8.238909887	-1.738993499	-1.699337615	-2.609544301	-2.498327861	-2.064237542	-2.166914544	-4.226005899	-4.184166365	-4.4986187	-4.901604447	-4.877537333	-4.883223696	-5.586641645	-5.765138386	-4.757594357	-4.83235326	-6.368797987	-6.902419539	-3.625484762	-3.662431038	-6.309527864	-6.768671044	-3.817513555	-9.042759934	-8.466480163	-4.808017237	-7.154395477	-6.107880438	-6.201110453	-5.914208475	-6.743769381	-8.500418575	-3.974522753	-3.901845473	-3.93363962	-6.707365359	-6.757973271	-2.046076393	-2.121166185
Proteobacteria	S47C271-Lasker2021	-5.997908465	-5.760162051	-1.73460767	-1.55720743	-5.25185238	-5.251536076	-5.031809621	-5.685443123	-8.192044937	-8.258771303	-3.212102044	-3.103371896	-8.110064734	-8.101204517	-3.680312614	-3.584961951	-8.317318676	-8.171694459	-5.222921364	-4.660005958	-8.832061209	-10.20537998	-3.534393025	-3.485450338	-4.232903911	-4.129178086	-3.970694505	-4.025076145	-5.517646328	-5.503516732	-4.314812534	-5.182992104	-6.35320286	-6.162331638	-3.922377024	-3.802710858	-6.039338012	-6.284231258	-6.398900356	-6.492631236	-3.945283504	-3.848724362	-3.335134145	-3.891004745	-5.44133969	-8.268647504	-8.356331935	-6.098283771	-3.973862612	-7.21708314	-6.604997173	-7.554250962	-5.48426774	-9.980041091	-3.218567797	-4.511581396	-4.531277737	-6.028026586	-6.25825345	-3.395551907	-3.543281911
Proteobacteria	S47C681-Lasker2018	-7.001964645	-6.93811511	-7.92401202	-8.291135889	-4.786215797	-4.786607414	-3.351487897	-3.194845309	-5.916687742	-6.085587112	-9.35891022	-9.298649274	-5.451880426	-5.442710506	-4.48517103	-4.607223994	-5.173815089	-5.163555906	-3.655012779	-3.542290676	-7.448216395	-7.187261624	-6.060171874	-5.952062697	-3.3894215	-3.350982576	-4.373621576	-4.395871798	-6.123495717	-6.157577693	-4.196177839	-4.500564705	-6.14784775	-6.180867131	-4.334577102	-4.677353964	-7.455943437	-7.432608329	-4.308224504	-4.218912634	-6.197039828	-5.86766544	-5.121995489	-4.626979387	-7.701655915	-3.053340094	-2.396584217	-7.53777631	-4.863938972	-2.942525667	-2.357240971	-6.483232134	-2.421793257	-8.195964405	-3.958420043	-5.783107995	-5.444936315	-2.82058442	-2.823581245	-5.104973397	-4.768162757
None	S48C1045-Lasker2018	-6.241501866	-6.150107422	-7.675739051	-7.83219825	-4.221557376	-4.251071217	-10.54934856	-10.9710497	-6.811830107	-6.69953379	-13.48135679	-11.86307299	-5.923826086	-5.920638956	-8.775591386	-8.605510712	-5.739066706	-5.651598362	-10.55084212	-11.12397511	-7.398848915	-7.421646932	-8.529308284	-8.812656123	-4.392957681	-4.270492845	-6.684938261	-7.001878833	-3.603574873	-3.618453312	-10.27243394	-13.03446176	-3.778933448	-3.730710749	-7.71018644	-7.773704337	-4.1174277	-4.165081132	-7.673788901	-7.615501793	-4.094560746	-4.006117554	-7.173703127	-8.105768444	-3.515287187	-12.62484156	-10.82347943	-3.317434084	-9.181317344	-6.537086329	-6.926022208	-5.130425316	-8.522092172	-4.111104875	-7.498886451	-3.701357664	-3.79183114	-8.163320229	-8.106314828	-8.726619876	-8.422003019
Bacteroidota	S48C141-Flyer2018	-4.952732958	-4.977565797	-5.141436788	-5.594142154	-4.526591842	-4.436221229	-3.830721813	-3.761568907	-5.861326857	-6.06923709	-8.364870682	-8.341625012	-6.735825615	-6.672335312	-6.149969145	-6.049862048	-6.685234882	-6.628275781	-5.685838102	-5.438813528	-6.607092546	-6.347017549	-7.102686845	-7.087932975	-5.653323646	-5.631125181	-6.115102504	-6.122866369	-3.64669947	-3.695040152	-2.343601054	-2.368154577	-4.068580095	-4.142835765	-0.969460441	-1.289350967	-3.896828725	-3.992431376	-0.230337993	-0.079577375	-2.165567993	-1.972138036	-1.955389055	-1.570547201	-3.997287309	-2.905988229	-2.621318149	-3.899653326	-1.077182277	-2.024468315	-1.370679309	-4.807078925	-1.369524481	-5.667181556	-2.568960167	-2.728894017	-2.598915105	-0.382766823	-0.440506295	-6.323755999	-6.092497109
Proteobacteria	S48C148-Lasker2021	-4.962869083	-4.695228491	-2.354304731	-2.30327426	-4.420074481	-4.402240281	-1.811935008	-1.578794887	-7.090883361	-7.043220769	-4.499257953	-4.455183392	-7.156548014	-7.024418036	-0.985562461	-0.938433251	-7.102495185	-7.289982198	-1.231861843	-0.664967774	-8.384522288	-8.750052602	-2.35917209	-2.23476	-4.05093341	-3.952873802	-1.565825841	-1.590400131	-3.124450104	-3.169612749	-0.825609383	-1.297096346	-3.784049404	-3.655087102	-0.146500905	-0.11265069	-3.681514125	-3.858720656	-0.460975861	-0.408455423	-1.273749908	-0.984913901	-0.168644356	-0.350184764	-3.457037175	-3.00324984	-2.527355955	-3.858820447	-0.156725273	-1.34252623	-0.474907472	-5.618254347	-0.781763814	-7.980449764	-0.820039107	-2.188714938	-2.073346625	-0.119388786	-0.207584104	-1.107680316	-0.943084755
Proteobacteria	S48C1503-Flyer2018	-10.09657529	-10.33252522	-20.72326584	-11.53740967	-11.48722975	-11.62254766	-20.72326584	-20.72326584	-20.72326584	-13.02573098	-12.26846606	-13.24713632	-11.31038045	-14.00764539	-20.72326584	-14.0728522	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-13.47743247	-11.09253641	-20.72326584	-20.72326584	-11.93622363	-13.35586489	-13.86652031	-13.82350473	-7.03287376	-7.369870742	-10.5201647	-9.43960839	-6.681270595	-6.940188495	-11.76094948	-11.16249017	-7.793068895	-7.911040115	-9.757696033	-10.15591399	-9.231509567	-10.15366325	-11.24091465	-20.72326584	-7.983157869	-10.89551722	-11.39927487	-7.207174092	-20.72326584	-7.137888199	-10.09763897	-7.404435046	-9.155047397	-7.079343801	-11.09348145	-8.48806691	-8.010246019	-10.24870439	-9.708740957	-12.49179943	-13.04088353
Proteobacteria	S48C156-Lasker2021	-10.04128322	-10.02559304	-6.2968357	-6.127761222	-9.413488913	-10.37303001	-8.205665829	-8.111555032	-13.92428663	-12.93089866	-9.297763332	-9.385720476	-12.21359749	-12.44493941	-7.281500233	-7.104540496	-20.72326584	-20.72326584	-8.673558447	-7.970866051	-12.97492187	-20.72326584	-8.256766958	-8.36944134	-8.018955363	-7.764367955	-7.373187135	-7.400062269	-8.562189564	-8.522580929	-6.207607262	-6.925194868	-9.48822262	-9.036437906	-4.983927007	-4.875398269	-8.193492305	-8.260410746	-5.605156353	-5.675441637	-5.297824688	-5.148766518	-4.707810183	-4.992069947	-7.983758969	-9.696282995	-9.285568464	-8.080009705	-5.2531869	-7.831869157	-7.407659756	-11.23358935	-6.572022316	-11.7081961	-5.211360341	-6.539701045	-6.223796483	-6.305561617	-6.424227206	-7.025704962	-7.13460297
Proteobacteria	S48C2109-Flyer2018	-5.148350972	-6.418348244	-10.72069324	-15.44735698	-6.850103165	-8.842987184	-13.05856291	-20.72326584	-6.830743313	-8.637210033	-13.52514831	-15.33601041	-8.017225411	-10.29181387	-12.35302321	-11.21225044	-8.787649483	-8.741320289	-13.38264652	-13.40167928	-6.705976252	-11.33281339	-11.69839012	-13.34977107	-6.233871808	-8.322623451	-12.90922386	-14.31484997	-5.707066391	-4.413528282	-15.28514609	-13.58977525	-6.051991924	-5.891603429	-12.80376093	-14.86199577	-7.061803947	-7.116299053	-14.74564066	-20.72326584	-7.034600162	-7.839875946	-20.72326584	-15.31509815	-3.54133	-12.64779294	-13.46711469	-6.093329225	-14.09868043	-6.20660109	-13.90751138	-5.095899598	-11.91880273	-3.962810743	-20.72326584	-6.814527356	-5.431265752	-12.07354806	-15.20402266	-11.24424152	-12.03432407
Marinisomatota	S48C305-Lasker2018	-2.186750969	-1.988797497	-9.840177542	-9.717549942	-1.382359987	-1.376320898	-11.54524826	-13.83681724	-1.647297783	-1.573675861	-12.1901552	-11.7562348	-1.326620851	-1.29746539	-10.45490117	-10.03828413	-1.309634991	-1.230306509	-11.10712508	-11.10246519	-1.492731674	-1.52813773	-11.18098297	-11.14312491	-2.680525977	-2.564108428	-8.331179999	-9.985808528	-1.504380703	-1.450949749	-11.35931696	-12.16062087	-1.316428278	-1.283424461	-9.082748094	-9.548176949	-1.42470896	-1.429226117	-8.555164254	-9.172543268	-2.809000041	-2.936593216	-7.937771695	-10.82402639	-1.598928327	-20.72326584	-20.72326584	-1.529208095	-11.04378033	-4.007454258	-8.636563893	-1.167630329	-8.172010324	-1.081353715	-10.33796683	-2.173927085	-2.128963429	-8.373237317	-8.188369236	-10.18882975	-10.12842937
