		1903buk1_0m-2	1903buk2_0m-1	1903buk2_0m-2	1903buk3_0m-1	1903buk3_0m-2	1903buk4_0m-1	1903buk4_0m-2	1903_buk5-1	1903_buk5-2	1903_buk6-1	1903_buk6-2	1903c111_100m-1	1903c111_100m-2	1903c111_100m-3	1903c111_10m-1	1903c111_10m-2	1903c111_5m-1	1903c111_5m	1903c114_100m-1	1903c114_100m-2	1903c114_100m-3	1903c114_10m-1	1903c114_10m-2	1903c114_5m-1	1903c114_5m-2	1903c117_100m-1	1903c117_100m-2	1903c117_100m-3	1903c117_50m-1	1903c117_50m-2	1903c117_5m-1	1903c117_5m-2	1903c118_100m-1	1903c118_100m-2	1903c118_100m-3	1903c118_23m-1	1903c118_23m-2	1903c118_5m-1	1903c118_5m-2	1903c119_100m-1	1903c119_100m-2	1903c119_100m-3	1903c119_11m-1	1903c119_11m-2	1903c119_5m-2	1903c122_100m-1	1903c122_100m-2	1903c122_100m-3	1903c122_28m-1	1903c122_28m-2	1903c122_5m-1	1903c122_5m-2	1903c123_10m-1	1903c123_10m-2	1903c123_5m-1	1903c123_5m-2	1903c123_70m-1	1903c123_70m-2	1903c123_70m-3	1903c124_100m-2	1903c124_100m-3	1903c124_15m-1	1903c124_15m-2	1903c124_5m-1	1903c124_5m-2	1903c126_100m-1	1903c126_100m-2	1903c126_100m-3	1903c126_45m-1	1903c126_45m-2	1903c126_5m-1	1903c126_5m-2	1903c127_100m-1	1903c127_100m-2	1903c127_100m-3	1903c127_5m-1	1903c127_5m-2	1903c127_7m-1	1903c127_7m-2	1903c129_100m-1	1903c129_100m-2	1903c129_100m-3	1903c129_26m-1	1903c129_26m-2	1903c129_5m-1	1903c129_5m-2	1903c134_12m-1	1903c144_13m-1	1903c144_13m-2	1903c144_5m-1	1903c144_5m-2	1903c144_60m-1	1903c144_60m-2	1903c144_60m-3	Las19c107_10m-1	Las19c107_10m-2	Las19c107_5m-1	Las19c107_5m-2	Las19c107_75m-1	Las19c107_75m-2	Las19c107_75m-3	Las19c135_13m-1	Las19c135_13m-3	Las19c135_5m-1	Las19c135_5m-2	Las19c135_70m-1	Las19c135_70m-2	Las19c135_70m-3	Las19c138_100m-1	Las19c138_100m-2	Las19c138_12m-1
Proteobacteria	S74C294-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.75863845	-1.761894456	-4.229761068	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.05358709	-3.04990075	-3.067618104	-2.918828993	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.577029294	-20.72326584	-2.386792358	-2.356691066	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.041875805	-1.472355596	-2.056474507	-2.226946268	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.906168526	-3.828231135	-20.72326584	-20.72326584	-20.72326584	-2.997126765	-2.943633475	-2.024984031	-2.251591587	-20.72326584	-20.72326584	-20.72326584	-3.462849576	-3.5548518	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.552285027	-2.492506766	-2.850172199	-2.607726144	-3.576539507	-20.72326584	-20.72326584	-4.71679137	-4.726739016	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.689353446	-20.72326584	-3.812697987	-4.145020258	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S74C408-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.405616091	-2.082604691	-2.309653848	-2.400628544	-20.72326584	-20.72326584	-20.72326584	-2.723026879	-3.464428246	-2.290169773	-2.828452191	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.736842175	-3.208894777	-3.149559649	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.218845127	-2.068759906	-2.019176356	-2.072368685	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.474172407	-20.72326584	-20.72326584	-2.142652296	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.072596828	-20.72326584	-20.72326584	-3.696790262	-20.72326584	-4.139363288	-3.695572321	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.413395993	-2.150827723	-20.72326584	-20.72326584	-20.72326584	-3.163563926	-2.801789044	-2.572001326	-2.528183843	-20.72326584	-20.72326584	-20.72326584	-2.380563813	-20.72326584	-2.31755467	-3.709975336	-2.852114799	-20.72326584	-2.435567425	-2.580424682	-2.543895148	-20.72326584	-20.72326584	-20.72326584	-2.634374175	-3.728634684	-2.398617352	-2.883139681	-20.72326584	-20.72326584	-20.72326584	-2.995625659	-20.72326584	-3.012574186	-2.635210265	-4.516984873	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.808579876
Thermoplasmatota	S74C541-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.678603758	-1.629543425	-1.651093322	-2.21432281	-20.72326584	-20.72326584	-20.72326584	-1.133639757	-1.071395155	-1.214665565	-0.982554204	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.710000562	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-0.930832703	-0.911221848	-1.902346211	-20.72326584	-3.059244591	-3.186002909	-3.060727197	-1.458580273	-1.559485467	-1.467269255	-1.352786354	-20.72326584	-20.72326584	-1.57828746	-20.72326584	-1.933916751	-1.708879971	-20.72326584	-20.72326584	-20.72326584	-1.099801182	-0.441366881	-0.267142461	-0.477236538	-0.931848374	-1.024718917	-1.088146523	-1.076592178	-0.079737127	0.028059622	-0.033271983	-2.180578182	-1.936938657	-2.369481154	-1.785442716	-1.324101347	-1.736284833	-20.72326584	-20.72326584	-20.72326584	0.045902954	0.129586786	-0.303318891	-0.447002826	-20.72326584	-20.72326584	-20.72326584	-1.157681884	-1.057755997	-2.081600903	-2.059675613	-20.72326584	-20.72326584	-20.72326584	-0.761172818	-0.647611638	-1.004061576	-0.615604566	-2.716561026	-1.425592472	-2.315742058	-1.983474625	-1.88966583	-20.72326584	-20.72326584	-20.72326584	-0.767397561	-0.577688193	-1.055506159	-0.627516379	-2.670106924	-2.781530872	-3.025115668	-2.407935375	-20.72326584	-2.532155112	-2.85050377	-4.431666476	-4.034978803	-20.72326584	-20.72326584	-20.72326584	-1.970999699
Bacteroidota	S74C700-Lasker2021	-20.72326584	-20.72326584	-2.694096691	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.225239348	-2.34241586	-20.72326584	-20.72326584	-20.72326584	-2.319320441	-2.459127319	-2.197211483	-2.287477677	-20.72326584	-20.72326584	-20.72326584	-1.837092806	-1.702442901	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.66590836	-2.797749086	-3.333146726	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.47960058	-2.51424302	-2.329852832	-2.362542486	-20.72326584	-20.72326584	-2.416916269	-2.116494274	-1.97143671	-1.902462558	-20.72326584	-20.72326584	-20.72326584	-2.982351576	-3.002246062	-3.790869966	-3.447938453	-2.443537151	-2.564159087	-2.441446126	-2.491908413	-2.741407454	-1.91989272	-1.965966503	-4.704379327	-4.581200176	-2.064517218	-2.26775486	-1.930173476	-1.738774681	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.705196008	-3.606613914	-20.72326584	-20.72326584	-20.72326584	-2.094414479	-2.007771503	-2.958647031	-2.90360054	-20.72326584	-20.72326584	-20.72326584	-3.788148737	-4.215450658	-2.179067624	-2.572560105	-20.72326584	-2.554519515	-3.278127785	-2.763555073	-2.704141644	-20.72326584	-20.72326584	-20.72326584	-1.967979018	-2.011881208	-2.274386682	-2.022956858	-5.228705412	-20.72326584	-20.72326584	-3.333875818	-20.72326584	-3.115362655	-3.37807055	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.047753707
Proteobacteria	S75C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.926913216	-3.644368681	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
None	S76C13-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.882158771	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.841823206	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.147470396	-3.263044847	-3.487802027	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.92590309	-3.510833458	-3.628108358	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S77C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.203542699	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.935745881	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.23881264	-4.126343718	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.818134335	-3.987297835	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.574925464	-3.21381749	-20.72326584	-20.72326584	-20.72326584	-4.680389329	-4.667644067	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.68223609	-20.72326584	-20.72326584	-4.593744014	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Cyanobacteria	S78C1026-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-1.367464242	-20.72326584	-20.72326584	-20.72326584	0.053920411	-0.290342808	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.394277982	-2.437725539	-2.690521083	-2.67457751	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-2.609142034	-1.596428251	-0.793827729	-1.369377616	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.440466669	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-5.021441218	-20.72326584	-2.385174722	-2.360228072	-1.829996863	-2.37339013	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.902074345	-1.612798398	-1.297306375	-0.623212244	-0.788053926	-1.492343821	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.322586262	-3.591244198	-20.72326584	-4.314662459	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S78C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.316087969	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.386779753	-4.314854834	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.929928506	-4.185271807	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.694445838	-3.331623391	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.733657137	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S79C13816-Flyer2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Proteobacteria	S79C156-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.313707793	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.051389676	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.303514945	-4.175860304	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.887928084	-4.098685952	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.637868862	-3.266814987	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.746034225	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.719147876	-20.72326584	-20.72326584	-4.66817527	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Bacteroidota	S79C509-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.339265351	-3.152417757	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.862305462	-4.441908537	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.875739727	-20.72326584	-20.72326584	-3.533010982	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.452535382	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.154880927	-20.72326584	-20.72326584	-20.72326584	-3.615648584	-4.184573277	-4.118479194	-20.72326584	-20.72326584	-20.72326584	-3.332744488	-20.72326584	-3.196117008	-3.604017265	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Planctomycetota	S79C9-Lasker2021	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.760134196	-3.738726763	-20.72326584	-20.72326584	-4.633234429	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Bacteroidota	S7C1457-Lasker2018	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-4.200357757	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.726715785	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584
Bacteroidota	S7C350-Lasker2018	-20.72326584	-20.72326584	-1.258312661	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.132722693	-3.069575216	-1.34908586	-1.023190846	-20.72326584	-20.72326584	-20.72326584	-1.90819407	-2.874421849	-1.4003029	-2.041425238	-20.72326584	-20.72326584	-20.72326584	-1.140292461	-1.232108764	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.926769685	-2.559207858	-2.253266297	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.30879324	-0.920291547	-1.069342321	-1.20850951	-20.72326584	-20.72326584	-3.97251782	-2.039705185	-2.476289274	-2.770060864	-20.72326584	-20.72326584	-20.72326584	-2.8202351	-20.72326584	-3.46615247	-1.54543453	-3.869754969	-3.957098931	-3.329192295	-4.061553823	-20.72326584	-3.328764745	-2.726813063	-20.72326584	-20.72326584	-2.023747637	-2.296617485	-2.710801768	-2.112743838	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-3.223724109	-1.70146877	-20.72326584	-20.72326584	-20.72326584	-3.594985804	-3.115616843	-2.35238648	-2.288099705	-20.72326584	-20.72326584	-20.72326584	-2.21436562	-20.72326584	-3.010077537	-20.72326584	-2.543527788	-20.72326584	-1.269839492	-1.651087849	-1.616972975	-20.72326584	-20.72326584	-4.609096283	-1.056166088	-2.402237431	-0.765113409	-1.332004184	-4.440917984	-20.72326584	-4.316811792	-2.96653643	-20.72326584	-2.752936757	-2.151398866	-3.6377437	-20.72326584	-20.72326584	-20.72326584	-20.72326584	-1.324162355
