		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Proteobacteria	S43C153-Lasker2021	0.07717839	0.01234754	0.009214604	0.05420047	0.000447349	7.32E-05	0.002762597	0.007206305	0.000849463	0.005083991	0.044076264	0.002344958	0.03371266	0.05666729	0.002376163	0.019349841	0.003353717	0.0733792	0.07391114	0.1236485	0.013591915	0.018476268	0.16259836	0.0826718	0.0075932	0.006542506	0.17349464	0.1020852	0.03373382	0.031853676	0.07258907	0.060960367	0.049888838	0.032364413	0.021761334	0.10429132	0.103505194	0.09924577	0.20596695	0.012798333	0.08261316	0.003623835	0.003034765	0.00532199	0.007778854	0.00436894	0.0414231	0.003669914	0.040542293	0.068641566	0.042152226	0.001349746	0.022892062	0.009549542	0.003295928	0.018049074	0.007374859	0.009504559	0.03588422	0.06466518	0.06548542	0.006458852	0.10810241	0.008883202	0.007049365	0.004348188	0.004723927	0.046538584	0.015198967	0.034156233	0.006738138	0.010820773	0.000454251	0.001216165	0.003306283	0.006638038	0.003320764	0.003700341	0.031992197	0.007995126	0.00815279
Proteobacteria	S43C1547-Lasker2018	0.000288161	0.001544085	0.001012818	0.000151156	0.003974414	0.006986727	0.000744227	0.000309213	0.001624862	0.00075101	5.14E-05	0.00122616	0.000987092	0.00063921	0.002485096	0.002654295	0.004168292	5.01E-05	1.42E-05	0.000279833	0.001899105	0.001827182	0.000164531	0.000154363	0.00064508	0.000725799	7.59E-05	0.001012499	0.000869241	0.00069319	8.38E-05	0.00011083	1.27E-05	0.000844153	0.001081002	7.06E-07	0.000708126	2.57E-05	6.54E-05	0.000278382	7.32E-06	0.000387004	0.000367577	0.002016848	0.001964179	0.003430197	0.000175531	0.00021918	5.98E-06	7.44E-06	0.000150715	0.000313623	7.29E-07	0.000495522	0.000553893	0.000460422	0.000359571	0.000398679	0.001005082	1.18E-05	0.000399377	0.000480875	2.99E-05	0.000138765	0.00016697	0.002003825	0.000532023	5.53E-05	4.03E-06	0.000685755	0.000831572	0.000707154	0.002810703	0.002828599	0.002265481	0.001204225	0.001660283	0.001665017	5.05E-07	0.001483613	0.001421502
Proteobacteria	S43C62-Lasker2018	0.003484787	0.005314011	0.00133327	0.004875585	0.002977311	0.002782861	0.013063602	0.008989202	0.015843209	0.010974754	0.002093971	0.018678764	0.013105107	0.011978791	0.025392532	0.019506115	0.029290225	0.004195769	0.000611062	0.005552087	0.02087137	0.019673375	0.004435111	0.006247621	0.0114423	0.01462419	0.002428314	0.012344443	0.007911798	0.01132798	0.002617766	0.002206946	0.000983137	0.010790844	0.01253469	5.56E-05	0.008398082	0.000458584	0.002279705	0.002669476	0.000505994	0.003637957	0.003142641	0.008941809	0.009849651	0.008796543	0.00211878	0.001992201	0.000102338	1.64E-05	0.000801029	0.000325172	0.000884341	0.029171014	0.03319637	0.03579049	0.03562278	0.007732758	0.007369409	0.000104842	0.005712431	0.00745573	0.000218862	0.006452255	0.006456299	0.016244244	0.009787877	0.001567702	3.27E-06	0.018503036	0.014399591	0.006925122	0.013273034	0.013567152	0.011959732	0.0014451	0.002660734	0.002641147	2.68E-05	0.003730206	0.004802537
Proteobacteria	S43C71-Lasker2018	0.08833293	0.06705093	0.009485088	0.10821136	0.012786535	0.004428944	0.1888607	0.2076373	0.1102639	0.124219224	0.12227187	0.08987128	0.083866574	0.10747874	0.04118764	0.0769095	0.05209391	0.06291383	0.0206102	0.054582797	0.075495474	0.072676145	0.04580915	0.08664306	0.03915209	0.03759486	0.05758956	0.11858738	0.023825271	0.076350905	0.0462174	0.04115717	0.022284053	0.06067018	0.05689153	0.014724148	0.07318777	0.011146613	0.026910402	0.012132259	0.031209996	0.009234789	0.007782217	0.04059412	0.045681138	0.029928377	0.018391347	0.00255406	0.012554502	0.005395308	0.005102512	0.000311375	0.026832232	0.023678875	0.006607358	0.032403897	0.025513716	0.03023819	0.07270106	0.011958348	0.06510741	0.034699988	0.042017985	0.043763764	0.035942722	0.08668945	0.041880537	0.0961485	0.02991229	0.077725224	0.032548588	0.18370476	0.089623615	0.14031102	0.1761865	0.090965085	0.097514644	0.07530234	0.007365724	0.12700519	0.11069004
Thermoplasmatota	S44C165-Flyer2018	0.015945833	0.00036375	2.63E-05	0.029011142	4.64E-05	2.62E-05	0.00014864	0.000744397	3.97E-05	0.000723746	0.025179515	4.64E-05	0.013293801	0.029755004	0.000471129	0.007024135	0.000605628	0.046468534	0.05556076	0.059813738	0.002165688	0.00090601	0.085083656	0.031756565	0.000251702	0.00023661	0.061330225	0.019324422	0.007954238	0.004413243	0.050990313	0.05080724	0.047880404	0.013268185	0.003638665	0.11454163	0.021475703	0.08141601	0.091205746	0.000687148	0.07622416	0.000437089	0.000370028	7.80E-05	0.000141429	3.38E-05	0.020823723	0.000305268	0.042736262	0.08681477	0.002244623	0.000259211	0.0429353	0.003105665	0.000218183	0.004427256	0.000195294	0.000171762	0.01755209	0.06496908	0.029036658	0.000252195	0.081719436	0.000456736	0.000116365	0.000388595	4.82E-05	0.037562042	0.0698137	0.006490719	0.000164931	0.005976303	2.26E-05	6.86E-05	0.000314679	0.00094763	4.88E-05	3.91E-05	0.067105785	0.003399704	0.001750721
Bacteroidota	S44C209-Lasker2018	0.001871743	0.003685686	0.002651423	0.002101241	0.003333739	0.002950463	0.012233308	0.006576565	0.025366513	0.009909805	0.000713708	0.01400105	0.006189752	0.006343015	0.08948838	0.0707796	0.13510513	0.001627564	0.000330999	0.017184416	0.12334372	0.08315737	0.010971438	0.000521854	0.001693288	0.001757042	0.000107892	0.000369873	0.000639093	0.01401251	0.001818109	0.001462893	0.000419524	0.009753478	0.011939794	0.000188508	0.004124018	0.000100105	0.000175043	0.00045064	0.000113082	0.000417599	0.000438592	0.000531162	0.000712273	0.000537935	0.00040525	0.000401661	0.000115928	6.09E-05	0.000385502	0.000774071	0.000212804	0.000667597	0.001341704	0.00077187	0.000697519	0.00055219	0.000402147	0.000106421	0.000310277	0.000656842	9.87E-05	0.000612889	0.000617307	0.030518385	0.006215677	0.002308302	0.000145303	0.011138552	0.019642804	0.014344207	0.06579002	0.03752295	0.023339018	0.001319105	0.001553096	0.002048167	9.07E-05	0.003013992	0.004357617
Bacteroidota	S44C2237-Lasker2018	0.001496329	0.001660409	0.000415939	0.001928919	0.001131249	0.001540465	0.012142326	0.007425153	0.05162266	0.015944136	0.002120525	0.06813445	0.000380396	0.000338278	0.001328144	0.000728062	0.001359549	0.00012423	2.07E-05	0.000335394	0.001111256	0.001620573	0.000157974	7.19E-05	0.000212745	0.000223741	9.84E-05	0.000102148	0.000248033	0.004670936	0.000209885	9.07E-05	4.61E-05	0.006301229	0.009943075	7.83E-06	0.000616381	8.37E-06	5.06E-05	0.000172508	2.45E-05	9.76E-05	0.000171833	0.00092982	0.001432134	0.000907809	6.48E-05	0.000119713	1.29E-05	4.93E-06	9.25E-05	0.000183753	2.96E-05	0.000579829	0.000706338	0.000512837	0.000367089	0.000496411	0.001401902	2.22E-06	0.000388853	0.000524978	2.77E-05	0.000214988	0.000120285	0.021507796	0.07281537	0.001437989	1.78E-05	0.010305514	0.014619657	0.005440882	0.01797096	0.01762057	0.012201954	0.000345227	0.000278977	0.000506555	5.36E-06	0.001641482	0.003056431
Bacteroidota	S44C335-Lasker2018	0.006672262	0.010492005	0.005971778	0.005934352	0.005750624	0.00448612	0.03210479	0.01529215	0.06441969	0.04156678	0.005443867	0.09197515	0.011118148	0.014987241	0.034076393	0.02769504	0.055668443	0.00407455	0.000590005	0.009178366	0.04683748	0.05227252	0.007011081	0.003049025	0.004775216	0.005170605	0.000537931	0.002145802	0.002312284	0.041724578	0.003682817	0.002643825	0.000983991	0.036599692	0.056551058	6.97E-05	0.003126305	6.56E-05	0.000185092	0.000492638	6.77E-05	0.0006162	0.000818856	0.002079231	0.002584012	0.002009662	0.000383548	0.000591796	5.86E-05	7.40E-06	0.000177743	6.90E-05	0.000133792	0.003396924	0.002993824	0.003027258	0.00305441	0.003411746	0.001479513	1.33E-05	0.001401313	0.004551183	5.03E-05	0.005104223	0.005612992	0.10953962	0.042639524	0.004609427	8.98E-05	0.05176922	0.09912137	0.010710318	0.055004776	0.039738115	0.022760596	0.001270891	0.001419286	0.001633935	3.42E-05	0.002889989	0.006019142
Proteobacteria	S44C36-Lasker2018	0.015422932	0.027996153	0.005982921	0.037537895	0.010295078	0.002758155	0.053693384	0.05863169	0.040016375	0.034370735	0.017261408	0.031967282	0.013632358	0.017728768	0.007745266	0.015532863	0.008545212	0.010440593	0.002887332	0.012411216	0.017440218	0.019082408	0.007205296	0.028217975	0.032263216	0.040194556	0.009503827	0.036558628	0.03763668	0.022594078	0.007425117	0.006486637	0.003592985	0.029966203	0.026373485	0.000133755	0.026800795	0.001471322	0.009688945	0.023132993	0.001496854	0.019656524	0.01683648	0.028415604	0.034333624	0.020589203	0.003642139	0.002718699	0.000436486	5.88E-05	0.004415376	0.000608705	0.001260492	0.02701004	0.012233124	0.03104763	0.025633406	0.026588041	0.035367213	0.000455564	0.029544465	0.025403528	0.002240587	0.03194625	0.029026937	0.048498653	0.025373539	0.007171688	1.40E-05	0.047579926	0.030010613	0.035193354	0.030073244	0.039712347	0.045672342	0.058370404	0.082928404	0.07076969	0.000109823	0.08884742	0.077315256
Verrucomicrobiota	S44C49-Lasker2018	0.002532336	0.001416225	0.000249112	0.001789711	0.000201302	5.56E-05	0.003177538	0.003101545	0.002051419	0.002114641	0.004977096	0.001529428	0.005459852	0.010192243	0.00272058	0.004289315	0.003922162	0.004570104	0.002383766	0.008315688	0.007305745	0.010713276	0.00488349	0.01252117	0.015576802	0.015773764	0.006011892	0.036091227	0.018847791	0.004628693	0.003463325	0.002849178	0.001542362	0.006081311	0.00455157	0.001539906	0.030917352	0.02159669	0.06309503	0.04083366	0.028343912	0.043895207	0.0521414	0.010845512	0.01671741	0.010184021	0.060318053	0.016344624	0.028187893	0.003646729	0.02968333	0.034238365	0.019771464	0.13622269	0.1338697	0.14304931	0.085503876	0.016522294	0.07380816	0.007056034	0.06815421	0.036418352	0.008808238	0.05643695	0.034428563	0.001464215	0.000390691	0.009037874	0.000528466	0.057644647	0.012073193	0.002906288	0.002113493	0.002050306	0.001698348	0.000665804	0.000332153	0.000485612	0.000388349	0.000702769	0.001417155
None	S44C51-Lasker2021	0.000645564	0.002035478	0.001174305	0.000842539	0.001528051	0.00063956	0.00073777	0.000316095	0.001472319	0.00028802	0.000247747	0.001124669	0.000186945	0.000121452	0.001166522	0.001544079	0.000750364	0.001039557	0.001508827	0.002284911	0.003140554	0.00346073	0.000835415	0.008251326	0.04234253	0.078717686	0.001512474	0.005053198	0.4093109	0.00087404	0.000482251	0.000363246	0.000966868	0.001844049	0.001424352	0.000240584	0.000535647	0.002059805	0.029714674	1.0523982	0.00155942	0.6418262	0.58849746	0.033833157	0.035287652	0.030931637	0.037952323	0.08036556	0.001828703	0.003749449	0.45052442	0.33099547	0.001719487	0.10030102	0.4131284	0.06899359	0.091565214	0.4376301	0.12569559	0.000247209	0.03460313	0.32002592	0.000213543	0.1962061	0.22254118	0.001399294	0.016881805	7.36E-05	0.000211222	0.15915643	0.28330448	0.000294363	0.000448452	0.000305916	0.000259984	0.000400349	0.001380762	0.001437488	0.000102629	0.003062615	0.003186686
Bacteroidota	S44C700-Lasker2021	0.022305977	0.16122387	0.118713565	0.012820272	0.16806826	0.17916289	0.018648354	0.01380157	0.02143729	0.015024258	0.007203466	0.01881819	0.028335877	0.035358366	0.0580686	0.062341757	0.082028754	0.019317806	0.005826768	0.021754233	0.08080139	0.10897143	0.015277589	0.029881911	0.06589157	0.077386215	0.004378526	0.01679983	0.08246747	0.06328246	0.012275298	0.014775181	0.005924111	0.061772864	0.06891378	0.000208916	0.007742326	0.000935731	0.008122907	0.059612587	0.001042036	0.050602186	0.04777265	0.08863775	0.09539961	0.09089165	0.08805408	0.10298537	0.00224532	0.000496492	0.052099843	0.08775531	0.001485669	0.06958209	0.09267384	0.07117166	0.08778239	0.098159924	0.04683893	0.000344424	0.034380145	0.0954971	0.002530748	0.083970234	0.10319239	0.031436864	0.014890913	0.020819798	5.27E-05	0.03969389	0.09870465	0.017232725	0.055694867	0.024753703	0.024093887	0.07296584	0.119074695	0.12535974	4.43E-05	0.08165515	0.0862137
Marinisomatota	S44C858-Lasker2021	0.1437879	0.12781723	0.033373307	0.19506417	0.011584149	0.004004917	0.34407938	0.598006	0.20605177	0.53693295	0.27668178	0.4516486	0.10436991	0.101923674	0.02238343	0.05815415	0.023378458	0.0908863	0.07187257	0.19165143	0.0586346	0.06303598	0.13162103	0.27789602	0.05071914	0.049024224	0.21763249	0.17837714	0.08098069	0.2803047	0.0609266	0.057337243	0.04712039	0.22815609	0.37867844	0.015053836	0.31919503	0.036401905	0.5218869	0.51838505	0.041372772	0.44843537	0.46158016	0.07069215	0.09436731	0.058103334	0.43111327	0.49997345	0.025636481	0.037332326	1.3685344	0.39832333	0.013554755	0.07494525	0.30306566	0.16730885	0.26090348	0.32631487	0.16526699	0.016824076	0.22196138	0.25824648	0.10922925	0.34480596	0.3071166	0.25882816	0.54031765	0.05813272	0.001478028	0.13267097	0.09990781	0.16033058	0.072944775	0.22381489	0.22339009	0.037000746	0.024883216	0.024804343	0.008695814	0.054817297	0.0679335
Proteobacteria	S44C939-Lasker2021	0.051854927	0.07738206	0.027502568	0.054429267	0.041825544	0.014559512	0.06125441	0.049058873	0.04142065	0.051803455	0.025965162	0.029513622	0.018053805	0.020434061	0.009910245	0.017535113	0.010851074	0.01660514	0.009625356	0.03159986	0.020719325	0.02590216	0.017465234	0.05451263	0.05160088	0.06412937	0.035615124	0.12179881	0.11689606	0.024450487	0.011416188	0.009320896	0.007567052	0.031502105	0.030560136	0.001380645	0.09453709	0.00444486	0.08577975	0.48885173	0.00476106	0.42616233	0.48520756	0.055011485	0.079232596	0.048624434	0.30830002	0.41920498	0.009768944	0.005553348	0.37806016	0.4278291	0.001983726	0.07774775	0.34953156	0.11046121	0.1514029	0.16491422	0.061385535	0.001643452	0.057740495	0.13914613	0.011678373	0.17725107	0.15550222	0.027004294	0.026409136	0.007448507	0.000354692	0.100075334	0.07103348	0.031260587	0.03037069	0.046583652	0.041968014	0.035365872	0.029519858	0.027261794	0.000283966	0.02963395	0.036537096
Planctomycetota	S45C1045-Lasker2018	0.009551059	0.004632377	0.000745634	0.029396085	0.000277746	0.00016452	0.010889812	0.04101702	0.001561875	0.024310632	0.092090406	0.00496553	0.018058816	0.022191897	0.00148861	0.005758066	0.001140034	0.01327264	0.008944721	0.01813908	0.002607459	0.001961426	0.01122711	0.013364674	0.002970944	0.002233185	0.03938168	0.015447993	0.000875235	0.009286377	0.010708095	0.010475584	0.009021584	0.009666491	0.005831296	0.005163452	0.047674153	0.002690673	0.012304796	0.000743418	0.004694234	0.000128353	6.46E-05	0.000266332	0.000331301	0.000173282	0.006239274	0.000186908	0.000922001	0.001401699	0.002600795	2.02E-05	0.009632179	0.002111268	0.000364765	0.002201078	0.000621818	0.000397074	0.005217238	0.002860276	0.006612956	0.000352818	0.010578062	0.000707286	0.000351336	0.004714265	0.000984634	0.021411102	0.000391737	0.015542754	0.000766666	0.024983292	0.000278335	0.003658131	0.018127423	0.007108834	0.001920668	0.00122652	0.002867461	0.001819395	0.001536632
Proteobacteria	S46C145-Lasker2021	0.016526213	0.029621556	0.007050515	0.042163253	0.0109438	0.002892047	0.056439806	0.06278621	0.04008347	0.0333908	0.01920832	0.02933261	0.01615102	0.021144437	0.008630622	0.018684888	0.010025506	0.012868889	0.003676761	0.014979983	0.02065753	0.021904407	0.008748289	0.03446778	0.038503926	0.046686243	0.011684149	0.04282363	0.0445358	0.024019305	0.00914589	0.007567689	0.004371736	0.03277343	0.026655866	0.000247942	0.03027655	0.00176294	0.013214575	0.02926088	0.002221704	0.043074958	0.021795321	0.035751298	0.042626392	0.02573106	0.005417149	0.003665413	0.000720329	9.85E-05	0.005899535	0.000843505	0.001890571	0.035942532	0.016686354	0.042418834	0.034814563	0.031566788	0.04487646	0.000597963	0.038099706	0.0300773	0.003098385	0.03771937	0.03370075	0.046970755	0.024929771	0.009049876	0.000105993	0.049625147	0.030889325	0.03781456	0.030245584	0.039872613	0.046777368	0.06647607	0.09366434	0.07913255	0.000149878	0.10062359	0.086563095
Proteobacteria	S47C145-Lasker2021	0.017056243	0.030688323	0.006999809	0.043792866	0.011340387	0.00285797	0.05817096	0.06467233	0.040509235	0.03393492	0.020143744	0.029310811	0.016746014	0.021911776	0.008775516	0.019405082	0.010055946	0.013330183	0.003830015	0.015426344	0.021092381	0.022232166	0.008870249	0.036090516	0.039856374	0.048493996	0.01199541	0.044384073	0.046422023	0.024500411	0.009300285	0.007810582	0.004573917	0.033648815	0.027311997	0.000194424	0.03125252	0.001885146	0.013478268	0.03067009	0.002147533	0.026270336	0.03671815	0.03771837	0.044409025	0.027181305	0.005434303	0.003753249	0.000657715	8.20E-05	0.006065463	0.00077233	0.001856527	0.037841745	0.017374052	0.044627614	0.036099426	0.033124804	0.047042422	0.000631767	0.039641883	0.031416774	0.00298192	0.039022844	0.0356015	0.047764715	0.025453478	0.009023431	5.08E-05	0.05123897	0.031703636	0.038692266	0.03020702	0.0413367	0.048218362	0.06846338	0.09686784	0.08158406	9.29E-05	0.10441967	0.08956039
Thermoplasmatota	S47C165-Flyer2018	0.01575915	0.000286678	1.52E-05	0.028846918	1.80E-05	8.66E-06	5.28E-05	0.000475876	8.72E-06	0.000512056	0.024920478	3.94E-06	0.013104054	0.029620737	0.000425741	0.00714401	0.000575659	0.045772012	0.053872023	0.05826905	0.002158431	0.00085972	0.08263175	0.03194642	0.000239026	0.00013894	0.06006383	0.018960895	0.007795068	0.004178561	0.050681576	0.049542405	0.04701227	0.013311199	0.003576755	0.11115469	0.021213783	0.08131942	0.09054039	0.000136569	0.07734079	1.19E-05	6.12E-06	2.88E-05	0.000128865	3.78E-05	0.020743266	0.000155023	0.04246522	0.086872436	0.000884261	1.55E-05	0.04388892	0.003146989	3.75E-05	0.004423647	8.27E-05	6.13E-05	0.016925525	0.06429689	0.028484948	0.000228563	0.08117464	0.000222631	3.52E-06	0.000298422	1.65E-06	0.036727685	0.06648681	0.006294482	0.000133128	0.00562834	7.71E-06	2.33E-05	0.000284329	0.000948116	4.37E-05	3.80E-05	0.063398354	0.003270526	0.001514517
Thermoplasmatota	S47C1750-Lasker2021	0.001114034	0.003047698	0.001183091	0.001198573	0.000906673	0.004734912	0.000215955	0.000482458	4.87E-05	0.000479824	0.000680143	6.40E-05	0.004108952	0.002064175	0.001482056	0.005951815	0.002117357	0.001368473	0.000605345	0.005584167	0.006933906	0.007954012	0.002331397	0.013681274	0.035070084	0.050531358	0.006053336	0.027704388	0.05443275	0.001649225	0.000970018	0.000737448	0.000901169	0.013070799	0.002768862	0.000222985	0.063936174	0.000656418	0.07517739	0.40891397	0.000262134	0.31900528	0.29850927	0.005149168	0.006146881	0.005026847	0.025634928	0.015939994	0.000415453	0.000385824	0.10094712	0.031752028	9.22E-05	0.002349848	0.012174786	0.003588314	0.005140065	0.053010494	0.017006472	0.000158676	0.016022904	0.030906608	0.000967711	0.05840857	0.054501172	0.000278403	0.000115539	0.000292184	9.56E-05	0.034250297	0.019696267	0.000137914	1.00E-05	8.39E-05	0.000146653	0.000233597	0.000433035	0.000261538	0.000180052	0.000368086	0.00050696
Proteobacteria	S47C2173-Lasker2021	0.017177366	0.012329526	0.006906144	0.015679905	0.001594627	0.000384089	0.007286455	0.009064487	0.004767313	0.003903477	0.011347258	0.001238036	0.008209957	0.018420476	0.001590134	0.009623084	0.00240597	0.027271995	0.019529955	0.032511804	0.009828281	0.007546469	0.021384232	0.06637355	0.008952478	0.010100397	0.026469095	0.018310176	0.03147313	0.017620347	0.016357405	0.01573637	0.013221313	0.017860208	0.012811713	0.001288234	0.019243767	0.006367638	0.10079787	0.27080548	0.009052666	0.3095827	0.34872496	0.040714815	0.05047849	0.03416793	0.15532516	0.18306221	0.00673674	0.007699519	0.2203463	0.17152642	0.003924253	0.023062518	0.1065254	0.04457599	0.076079816	0.11905393	0.04668604	0.003887238	0.046573773	0.086161904	0.020742957	0.094907574	0.09055951	0.002776705	0.002594096	0.011089823	6.50E-05	0.014292416	0.025136122	0.005122817	0.002500295	0.003677239	0.004081324	0.004938568	0.003917553	0.004113669	0.001827099	0.005138489	0.0053077
Proteobacteria	S47C271-Lasker2021	0.03823229	0.07344167	0.021954486	0.038130727	0.073726006	0.07240457	0.033753566	0.03270315	0.026191836	0.03360712	0.019642847	0.040279537	0.04476733	0.024432719	0.04811765	0.05089586	0.052481007	0.011000093	0.004341574	0.022433227	0.044298746	0.037234556	0.013198696	0.029243227	0.030790702	0.04106995	0.018988723	0.06877458	0.05437249	0.040806625	0.007876999	0.00601767	0.003573684	0.0376128	0.043649804	0.00043292	0.045258507	0.003134739	0.022493707	0.07210126	0.004166429	0.063023165	0.090179235	0.02377637	0.031158863	0.021966131	0.02947146	0.029152822	0.001920471	0.001374548	0.05218079	0.08523099	0.001265317	0.04796592	0.04575747	0.052810553	0.04675107	0.029566005	0.026293335	0.001046311	0.02722262	0.026761483	0.005863102	0.03480912	0.032188646	0.043392077	0.044693295	0.00487603	0.000189881	0.06417371	0.039645527	0.025667334	0.022684112	0.03518373	0.03761391	0.017807482	0.024239821	0.024920078	0.000187975	0.028409284	0.032854207
Proteobacteria	S47C681-Lasker2018	0.010002903	0.009126917	0.013498005	0.004969083	0.030724455	0.019596746	0.002467779	0.002551168	0.001346665	0.00274756	0.010694094	0.003631	0.1025632	0.15027624	0.057520702	0.061987076	0.05548552	0.061288226	0.005816324	0.026439067	0.043562032	0.08838441	0.02293838	0.01582547	0.009956855	0.007302236	0.008157903	0.02621973	0.003407137	0.037857424	0.039772257	0.03340399	0.009886342	0.021612866	0.015830569	0.013134182	0.020153081	0.00244629	0.001600039	0.001805232	0.007426153	0.000636233	0.000856585	0.001995212	0.003780598	0.001994665	0.004295779	0.000991364	0.005246426	0.002049549	0.000865731	0.000930168	0.012430205	0.003015216	0.001127595	0.003060266	0.001466887	0.001416487	0.005078026	0.003508898	0.005613447	0.003539237	0.002425265	0.008079751	0.004418382	0.005604196	0.001614079	0.0315588	0.029182881	0.009200368	0.002085349	0.005242159	0.002312211	0.000662058	0.000661558	0.007111383	0.006327343	0.006034548	0.002960626	0.002487179	0.003063973
