		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Thermoplasmatota	S55C921-Lasker2021	-6.992989189	-7.828849404	-2.303019237	-7.1472879	-3.022888529	-6.393196691	-6.412104188	-6.385949538	-6.468421189	-7.496422091	-5.68247733	-7.220925157	-2.752010129	-6.656065166	-7.598116743	-3.18197694	-2.456583006	-3.27427435	-3.096361533	-2.983970377	-3.493715745	-3.209144157	-3.139917405	-2.351278538	-3.652974656	-2.921637763	-2.884392762	-3.439660878	-2.568145386	-2.424480323	-2.604654367	-2.820005733	-3.103215173	-3.095627286	-2.961495962	-3.504623902	-3.278848572	-2.515682019	-2.685796888	-3.284067599	-2.69774086	-3.20362223	-3.389253169	-2.832502375	-3.24258439	-3.886295514	-2.376934173	-3.390561761	-2.249435768	-2.125570083	-2.494275145	-2.751740195	-2.705507422	-4.530489242	-2.501301665	-3.318541946	-5.669672395	-2.899947588	-2.68580481	-5.329116281	-5.720446817	-3.533647702
None	S56C1045-Lasker2018	-4.222381318	-4.323252269	-4.926589355	-4.670185941	-4.978966438	-4.234422825	-4.830905844	-4.311895084	-4.532319851	-4.422248226	-3.770747036	-4.5715246	-5.075035137	-4.195293025	-4.344065869	-4.819022782	-4.881147823	-4.60000087	-5.317451115	-5.046497017	-4.95836196	-4.787274726	-4.651346699	-4.9938919	-4.972407328	-4.923374973	-4.673909304	-4.524796456	-5.138660815	-5.104305821	-4.970145728	-4.797945796	-4.909539926	-4.611091181	-4.673765458	-5.158331449	-4.718691074	-5.115704186	-4.919368542	-4.880992017	-4.847189774	-5.148154502	-5.002120696	-5.060864776	-3.766230242	-4.73978834	-4.981175914	-5.314915761	-5.244628307	-5.014655334	-4.800821632	-5.089334307	-5.070723047	-4.980436454	-5.553768327	-5.154489354	-6.348620578	-5.385855799	-5.356616556	-6.366800938	-6.582024454	-5.030112576
Thermoplasmatota	S56C10648-Lasker2021	-10.65867309	-10.75594362	-5.633183797	-10.14251313	-6.069677969	-9.629348119	-8.889977773	-9.924431616	-9.495508806	-10.51494987	-9.593356138	-11.07833453	-6.375931919	-10.07240503	-11.30570969	-6.399113739	-5.51644166	-6.288245543	-6.173860331	-6.442438051	-6.671310818	-6.315797824	-6.786873317	-5.709544805	-6.897380286	-6.541902689	-10.06422581	-6.410453775	-5.098776582	-4.889156111	-5.749467745	-6.096732356	-6.305945674	-6.071360152	-6.251369339	-6.619696053	-6.17834406	-5.799239723	-5.873573073	-6.395737067	-6.072841211	-7.288709157	-6.640573254	-6.161955214	-9.498827435	-6.368875985	-5.820507489	-6.356673113	-5.325135787	-5.199827701	-5.540804403	-5.702018002	-5.950944678	-11.10590097	-5.938305123	-11.42919572	-11.00514218	-6.015428605	-5.677639168	-9.734401922	-10.46422276	-6.700365895
Bacteroidota	S56C14425-Lasker2021	-11.56490015	-13.24027517	-10.57173492	-16.99561173	-9.681833846	-12.91367796	-11.72352675	-16.55182598	-20.72326584	-12.0327231	-11.18658762	-13.08004813	-11.6773399	-13.77233508	-13.54127914	-10.045563	-10.37206062	-10.61495322	-10.03296933	-11.08764453	-9.8722899	-10.60267647	-10.17013704	-10.23751501	-10.5572012	-11.87956322	-10.79763101	-9.959873688	-10.14015109	-10.8465096	-10.46123488	-10.00953519	-9.930477856	-9.792292857	-10.95016862	-9.996353671	-10.14078738	-10.89002496	-9.971141749	-10.06231432	-10.48038129	-11.66622316	-9.596513719	-10.847117	-10.22638978	-10.36957374	-11.09074465	-9.789125954	-9.744021709	-9.582543906	-9.942080637	-10.27889564	-10.78961311	-12.25614795	-9.757803528	-11.20614984	-11.53964148	-10.78475628	-10.14503102	-15.27577229	-13.36590379	-9.703750693
Marinisomatota	S56C291-Lasker2018	-1.916714843	-1.841239896	-1.106894973	-1.936856035	-1.665129491	-1.799940819	-2.597685332	-1.673854516	-1.795317526	-1.912031809	-1.453361769	-1.972963404	-0.9331529	-1.861342365	-1.797578944	-1.519097146	-1.18494603	-1.970022625	-1.769184389	-0.706590294	-1.672995416	-1.741329502	-1.381021364	-1.09798954	-1.940671319	-0.832728285	-2.633686182	-1.902340582	-1.067237812	-1.0693168	-1.107972769	-1.312473278	-1.744808876	-1.8814519	-1.434399308	-1.910141728	-1.738684606	-1.034893144	-1.127901971	-1.639440157	-1.124108971	-0.893334013	-1.973448691	-1.257509311	-2.297435326	-2.287389129	-1.211793402	-1.97241603	-1.243299213	-1.458754432	-1.515624575	-1.674449874	-1.337203438	-3.208558037	-1.790404242	-4.187905435	-4.284768608	-1.476461107	-1.783105993	-4.291335762	-4.402979337	-2.099850629
Thermoplasmatota	S56C316-Lasker2021	-9.265047698	-9.922844577	-5.841534304	-9.991701689	-6.224534856	-9.520302137	-9.225620623	-9.277677472	-9.278621675	-9.946971629	-9.983635916	-9.151437137	-7.017949458	-9.373760413	-9.819529823	-6.581257984	-5.883345121	-6.765544251	-6.224624596	-7.733456775	-6.459498917	-6.358414268	-6.860914251	-5.630291893	-7.160979926	-7.542111744	-6.868190779	-6.976514428	-6.797869299	-6.360555856	-6.396717618	-6.142606883	-6.561253436	-6.413935641	-6.665254925	-6.350411155	-6.486931915	-6.374571414	-6.486058093	-6.497051848	-6.442984253	-8.227947792	-6.677922391	-6.668291943	-6.640249792	-6.984787415	-6.077423736	-6.415671593	-5.566949199	-4.810610371	-5.97025444	-5.572571413	-6.289963148	-7.649534876	-5.146398146	-5.830350284	-10.61923214	-5.922041176	-5.507436225	-8.764561559	-10.4760738	-6.536287796
None	S57C1045-Lasker2018	-4.245790623	-4.318236468	-4.783710182	-4.631593939	-4.976592772	-4.225186934	-4.863691335	-4.311830573	-4.502588508	-4.444250014	-3.727767736	-4.561392564	-4.99353912	-4.171227507	-4.334035952	-4.75234752	-4.783789325	-4.506031526	-5.223611088	-5.00456431	-4.865925525	-4.68083631	-4.578506347	-4.964025076	-4.881443085	-4.895068539	-4.622790364	-4.407625344	-5.018161999	-4.987218324	-4.856568161	-4.673390142	-4.750460155	-4.549170549	-4.592335307	-5.071292286	-4.625616852	-5.025980289	-4.821503232	-4.784404752	-4.768719411	-5.076366847	-4.870373307	-5.019380512	-3.740803094	-4.678424069	-4.814904174	-5.163848888	-5.120865816	-4.983332773	-4.709642985	-4.925784115	-5.02860631	-4.936304306	-5.539970162	-5.120969324	-6.340289469	-5.264360792	-5.3224034	-6.301473868	-6.460703221	-4.894281546
Proteobacteria	S57C1130-Lasker2018	-6.462990358	-6.60196083	-5.398566125	-6.931233242	-5.336365005	-6.192736926	-7.17460088	-6.502327238	-6.412894599	-6.728810082	-4.823879085	-6.513186454	-5.407449943	-6.373469372	-6.367409922	-5.294278195	-5.330425665	-5.096613859	-5.537195815	-5.626700941	-5.39920302	-5.231318936	-5.315003936	-5.360863059	-5.228199688	-5.443090107	-3.19051439	-5.211051199	-6.050444233	-5.894426044	-5.477243813	-5.314805349	-5.363075645	-5.174741453	-5.158872344	-5.149354285	-5.265725402	-5.390972626	-5.353308859	-5.28331743	-5.355890972	-5.499502039	-5.569709221	-5.516091783	-2.861115877	-5.192082299	-5.106490793	-5.610318717	-5.556615513	-5.295564958	-5.469476243	-5.402759415	-5.492667068	-3.124695351	-5.021801146	-2.882753382	-2.26611382	-5.463075106	-5.593684064	-2.837513605	-2.245568091	-5.207942564
Actinobacteriota	S57C155-Flyer2018	-1.900838216	-2.487220072	-3.542372726	-2.840409235	-3.245452861	-1.877578823	-2.387369196	-2.76433883	-2.155715453	-2.570350153	-2.060042204	-2.062679997	-3.146002618	-2.114496191	-2.015329054	-2.984930741	-3.321077142	-3.262503549	-3.417016415	-2.79771929	-3.238536817	-3.084356995	-3.52630139	-3.583119302	-2.968816943	-2.948639816	-3.720822277	-3.384369557	-3.174354354	-3.115128745	-3.237422583	-3.281055823	-3.222200069	-2.843820338	-3.419559162	-3.221125729	-3.158592108	-3.098334131	-3.100878679	-3.115270621	-3.260888424	-2.525168789	-3.408085873	-3.225936921	-3.389012194	-3.040922524	-3.538672013	-3.36515235	-3.538996554	-3.798900457	-3.75593181	-2.84665588	-3.394723542	-3.549717692	-3.89573488	-5.02784117	-6.322228555	-3.517867207	-4.035330498	-5.415006184	-5.937622631	-3.238915153
Proteobacteria	S57C168-Lasker2018	-4.122644474	-4.174611245	-5.909683769	-4.13368347	-5.163047988	-4.23612338	-4.970388579	-4.245425788	-4.382209171	-4.112493604	-4.054142542	-4.481699975	-5.366901929	-4.615104266	-4.327774917	-5.125560674	-5.658280253	-4.985041234	-5.396996033	-5.212214847	-5.179638288	-5.147376335	-5.031130932	-5.671072536	-4.762560993	-5.070057804	-4.509222573	-4.787055798	-5.376339991	-5.364289021	-5.418143653	-5.23535483	-5.257955958	-4.903175493	-5.012202997	-5.370961245	-4.98215086	-5.292626451	-5.397144229	-4.945940777	-5.417638254	-4.898021288	-5.09508654	-5.343891677	-4.166345804	-4.923406811	-5.561065555	-5.508568138	-5.730586617	-5.942085147	-5.567859579	-5.500436733	-5.800008504	-4.539560364	-6.342034507	-5.553744159	-5.235624917	-6.130375733	-6.115224454	-5.516651253	-5.534497273	-5.362030245
Proteobacteria	S57C1703-Lasker2018	-6.824474527	-7.317656467	-3.428108736	-7.458727258	-4.377983698	-6.297925036	-5.732248309	-6.521672874	-6.622849081	-6.988489526	-4.975069849	-6.666547473	-3.487319122	-5.246179422	-6.632889485	-4.381477346	-3.625856994	-4.350390225	-4.591942953	-3.505884424	-4.540843625	-4.459129475	-4.362790285	-3.526153476	-4.668734888	-3.494515301	-3.152556507	-4.512545564	-3.270551798	-3.217808719	-3.614897996	-3.994454631	-4.255176069	-4.344498045	-4.084711351	-4.168381878	-4.636985983	-3.518674744	-3.599158757	-4.782349348	-3.578329304	-3.692408434	-4.618057674	-3.663584603	-3.407861004	-4.840628883	-3.493587346	-4.363651457	-3.586079574	-3.514052445	-3.539999589	-3.820652759	-3.737733158	-2.83793993	-3.607450262	-4.053081801	-3.428518086	-3.63983934	-3.94061257	-3.323870546	-3.831885487	-4.701051274
Proteobacteria	S57C184-Lasker2021	-4.365333307	-4.433164994	-3.521295667	-4.799111188	-3.621899204	-4.042441477	-5.185459506	-4.446743092	-4.367696681	-4.609965515	-3.337073159	-4.601237031	-3.579749177	-4.350139283	-4.301800116	-3.494416207	-3.554143198	-3.527262397	-3.84997831	-3.585410502	-3.60087898	-3.469208036	-3.632760478	-3.639821821	-3.547930147	-3.631384128	-2.948989365	-3.642398659	-3.616526309	-3.507487296	-3.575364072	-3.58217207	-3.574109201	-3.397349146	-3.597809415	-3.753653267	-3.569826505	-3.582162615	-3.657241998	-3.577700292	-3.645217809	-3.701828533	-3.962925218	-3.833981206	-2.602246215	-3.596258852	-3.56118351	-4.081422493	-3.649970443	-3.626680543	-3.74826184	-3.889675922	-3.756667452	-3.670721826	-3.634781838	-3.152160448	-3.139917058	-3.856532293	-4.015207723	-3.693167314	-3.158068679	-3.831046657
None	S57C644-Lasker2018	-3.354664392	-3.607596027	-6.261434856	-3.813706168	-6.227304204	-3.491259582	-4.082581697	-3.613188033	-3.756661587	-3.621502752	-3.263854441	-3.831706443	-5.84176846	-3.800918309	-3.657937725	-5.827096223	-6.194845423	-6.149821046	-6.410080672	-5.589015316	-6.130011652	-5.901726883	-6.236612428	-6.267384334	-5.808420451	-5.701916127	-5.237013371	-6.10667277	-6.557777441	-6.342453572	-6.180911026	-6.076927974	-6.039131498	-5.916610019	-6.100212037	-6.178205776	-5.989575453	-5.95143224	-6.126588705	-6.048998114	-6.11161379	-5.351997507	-6.460494251	-6.094143683	-4.51628826	-5.828257718	-6.249205754	-6.958756511	-6.432178335	-6.562541858	-6.607304969	-6.553282668	-6.204515847	-5.617090324	-6.841535516	-6.133944799	-7.035601662	-6.741545997	-6.720448585	-7.151419739	-7.052421	-6.021420541
Proteobacteria	S57C920-Lasker2018	-1.098073191	-1.00606955	-3.652951387	-1.252751365	-3.672308042	-1.134147125	-1.796759181	-0.966451087	-1.148424982	-1.172483598	-1.034628531	-1.087339226	-3.199347966	-0.782099711	-1.047452645	-3.338354112	-3.554777814	-3.757260613	-4.045370015	-2.897178614	-3.654787293	-3.6085732	-3.62311898	-3.639629853	-3.576972386	-3.055809763	-2.812119934	-3.760625799	-3.64779018	-3.641707169	-3.475701264	-3.496914379	-3.745694068	-3.701170885	-3.592416557	-3.546693079	-3.62570644	-3.382399141	-3.485210679	-3.730033879	-3.499218199	-2.833569616	-3.885959625	-3.54109924	-2.568761401	-3.676900845	-3.679242994	-3.922990833	-3.899718369	-4.019710504	-4.029788422	-4.048963001	-3.711789906	-3.323804184	-4.161557697	-4.598470181	-4.703896976	-3.74999234	-4.287318964	-4.839587169	-4.923993898	-3.931041669
Bacteroidota	S58C1353-Lasker2018	-9.675797297	-10.01037864	-8.946056643	-9.075226083	-8.445218822	-10.35027672	-9.269395819	-9.880118899	-8.809195918	-9.504476292	-8.563411124	-8.620187786	-9.292057931	-9.203040481	-9.702173991	-9.148808679	-8.580262552	-7.961095872	-8.692961746	-9.778543481	-8.861893829	-8.358633517	-9.297798976	-8.578006925	-9.191996161	-9.610777939	-5.395264552	-9.210732349	-9.102708508	-9.285995127	-9.524199507	-8.891230711	-8.894144461	-8.549216869	-8.592218723	-7.182890395	-8.905316565	-8.843460248	-8.910097048	-8.923012837	-9.111267462	-9.37087985	-8.456361909	-9.194970535	-4.823930483	-8.746183615	-8.363737567	-7.541065159	-9.279238355	-9.207554855	-8.895500071	-9.172948734	-8.592069551	-4.126070985	-7.243540456	-4.461245615	-4.085370589	-7.874799714	-8.215406533	-3.782804494	-3.929513781	-7.398874195
Proteobacteria	S58C156-Lasker2021	-9.349716009	-10.20530831	-6.456012685	-9.789540273	-6.313044751	-9.310475121	-8.821085137	-9.298697818	-9.097421413	-9.845511461	-8.048052497	-8.81788641	-6.593808781	-8.570334455	-9.287936683	-6.187558266	-6.342497324	-6.070569358	-6.401036115	-6.588683194	-6.241432323	-6.204268883	-6.319603681	-6.57298363	-5.988255781	-6.526554927	-4.563853978	-6.169018145	-7.040656356	-6.999431903	-6.415997007	-6.382429177	-6.20211447	-6.117553713	-6.057538112	-5.805120359	-6.460655067	-6.405831197	-6.442701882	-6.191258583	-6.423715248	-6.412922034	-6.566080172	-6.59193782	-4.494650263	-6.354794328	-6.197713322	-6.397939165	-6.489641701	-6.206789742	-6.418901621	-6.188518072	-6.432910885	-4.287369686	-5.750382379	-4.227679677	-3.945908074	-6.212549219	-6.601265339	-4.223826747	-3.867156911	-6.317083502
Thermoplasmatota	S58C165-Flyer2018	-2.883049547	-2.9882654	-3.376047576	-3.228117725	-3.501476596	-2.814059694	-3.69179153	-2.996141657	-3.074166619	-3.239178384	-2.749634033	-3.131272906	-3.113529337	-3.083860019	-3.002340641	-3.583433722	-3.479888411	-3.979557263	-3.850264109	-2.836015269	-3.976909267	-3.593993546	-3.9847671	-3.598317767	-4.019884535	-3.188538588	-4.770393121	-4.251871525	-3.533589275	-3.430083981	-3.316154338	-3.49295438	-3.710678823	-3.307430055	-3.696003248	-3.864944066	-3.517232805	-3.300691975	-3.42528444	-3.699177053	-3.471099638	-2.926516184	-3.624345495	-3.580753817	-4.277936061	-3.398554228	-3.58161494	-3.758123171	-3.455019006	-3.826553771	-4.060407533	-4.262592625	-2.664497428	-5.350952824	-4.2083223	-6.374717345	-7.184335868	-3.845830805	-4.244452893	-6.673699009	-7.469273676	-3.730143796
Proteobacteria	S58C184-Lasker2021	-4.294801927	-4.370601748	-3.440588057	-4.772447359	-3.496704337	-3.967240621	-5.107477527	-4.370209295	-4.288016208	-4.586046318	-3.2019927	-4.532839292	-3.474640358	-4.275556631	-4.219601778	-3.39867718	-3.460210906	-3.430247222	-3.734690331	-3.478020555	-3.486915577	-3.393825342	-3.538398402	-3.541126499	-3.44187748	-3.535267365	-2.812193358	-3.494965549	-3.484515917	-3.400022742	-3.493341059	-3.471600844	-3.493109698	-3.286166022	-3.491068316	-3.628403926	-3.466520499	-3.473493886	-3.561330219	-3.477293766	-3.542998843	-3.599761571	-3.874613354	-3.737151632	-2.463371982	-3.477255762	-3.45228435	-3.968758503	-3.555597138	-3.538083859	-3.658337174	-3.784602779	-3.665151287	-3.571058801	-3.522822688	-3.03043126	-3.09783262	-3.737870937	-3.91941924	-3.625964713	-3.115718695	-3.729768076
Proteobacteria	S58C214-Lasker2021	-6.354165382	-6.441860894	-5.189383377	-6.512162341	-5.141929294	-6.160895593	-7.113578939	-6.391413776	-6.390122457	-6.760587005	-4.713254296	-6.434008539	-5.254522324	-6.143661776	-6.223752279	-5.059659491	-5.104094907	-4.928870172	-5.405110374	-5.422674967	-5.130233604	-5.033012706	-5.038450418	-5.133909863	-4.983519765	-5.21549222	-3.102787936	-4.973076004	-5.745160155	-5.804652587	-5.317460329	-5.029519458	-5.059450666	-4.932190909	-4.857577654	-4.908591662	-5.023910825	-5.19467011	-5.149484688	-5.033245586	-5.211020975	-5.227795252	-5.242385149	-5.376642866	-2.781239456	-4.999560497	-4.975913832	-5.474372439	-5.365707737	-5.027539519	-5.21661547	-5.043705428	-5.261406376	-3.080644662	-4.774950711	-2.808206101	-2.263664281	-5.213388156	-5.428434549	-2.863146786	-2.270377462	-5.089807243
Bacteroidota	S58C4230-Lasker2018	-7.534306432	-8.796598412	-3.854259036	-7.08531738	-3.14589889	-6.872375104	-6.658062966	-6.747579472	-6.438958941	-7.459884888	-7.158000485	-7.165125991	-4.069599639	-7.108257833	-8.329237619	-3.272188235	-3.641759675	-2.981604423	-3.47177503	-4.318063029	-3.127997771	-3.034605169	-3.096705118	-3.642700964	-2.982944526	-3.975821694	-3.790383194	-2.935271072	-4.242335095	-4.2552686	-3.823244977	-3.220354843	-3.223705393	-3.155954642	-3.039604937	-2.789113613	-3.0443413	-3.754659193	-3.603354962	-2.933189962	-3.696118352	-4.118595801	-3.156750095	-3.660690716	-3.436185675	-2.838647656	-3.698634117	-3.265237746	-3.835931833	-3.597770414	-3.64004392	-3.27795363	-3.829470312	-3.743441496	-3.325175476	-3.457956926	-3.883986769	-3.788819752	-3.97998011	-3.869277598	-3.861318579	-3.242488191
Proteobacteria	S58C478-Lasker2018	-10.06504271	-10.96159926	-12.32852405	-9.830035903	-11.52720889	-11.1674072	-9.438409911	-9.896538076	-10.77646136	-9.942488082	-9.333852695	-9.621767065	-12.4292711	-9.555164105	-11.24124915	-13.79198975	-10.86955499	-9.996758707	-10.90116536	-13.54935388	-10.18325632	-10.48288674	-20.72326584	-11.14613417	-11.35386767	-20.72326584	-5.631994792	-12.2982557	-11.62682758	-11.44942376	-13.63358325	-11.54944517	-12.3745193	-20.72326584	-10.97554559	-14.69917366	-10.07759135	-11.44632944	-13.52780931	-13.44067746	-10.90167686	-11.76196892	-11.04764855	-11.69005974	-5.117402465	-11.98516176	-8.742889624	-10.38636311	-11.13712291	-12.73064161	-11.29283978	-11.1910791	-11.1257445	-5.401905454	-12.74171179	-4.477485049	-5.796905442	-10.44936591	-10.87804552	-5.211639337	-5.636889615	-9.260644472
Bacteroidota	S58C786-Lasker2018	-7.751472056	-8.178624796	-4.670862546	-7.144674341	-3.911727249	-6.698835609	-6.111547576	-7.161663703	-5.916055933	-7.64712034	-6.746249458	-6.938863078	-5.217426096	-6.667828556	-7.978854303	-4.082518368	-4.182586245	-4.348739413	-4.115341197	-5.278741824	-3.493046357	-3.840657498	-4.61373032	-4.321395839	-4.062029717	-5.089226412	-3.819475502	-4.397031933	-4.938048877	-5.045703467	-4.794565422	-3.993821629	-4.115496536	-3.975386697	-4.585847674	-2.749356891	-3.838584086	-4.738554504	-4.543631723	-3.75753961	-4.672751304	-4.864175735	-3.831951206	-4.500467617	-3.531175335	-3.763171671	-4.929340919	-3.408143722	-4.208513021	-3.690954606	-4.687448708	-3.447539333	-4.249648477	-3.025410116	-3.168422093	-3.156756462	-3.282229155	-3.825081931	-4.033813197	-2.944684944	-3.123858165	-3.69072736
Proteobacteria	S58C941-Lasker2018	-5.868998662	-6.30527389	-4.283219232	-5.905450277	-3.775778067	-5.753917798	-5.883795347	-6.031251869	-5.492567143	-5.969960818	-4.520361959	-5.520963642	-4.285741004	-5.292602527	-5.892461014	-3.74066428	-3.927743325	-3.58933592	-3.904198547	-4.399594123	-3.694853222	-3.69858286	-3.879549184	-3.994390021	-3.578379194	-4.04039243	-1.861251802	-3.793108876	-4.63783223	-4.61136433	-4.135791064	-3.865419946	-3.745659351	-3.601121503	-3.75953246	-2.856414447	-3.645128403	-3.974365806	-3.934941591	-3.733700016	-3.976055308	-3.942417524	-3.914552953	-3.924615104	-1.864604968	-3.784113021	-3.998008109	-3.523329186	-4.097883055	-3.844406227	-3.969555936	-3.47327813	-3.982512532	-0.862949864	-2.950564548	-1.373116567	-1.210985667	-3.584543944	-3.872976442	-0.53065034	-0.796279002	-3.388566557
Bacteroidota	S59C1103-Lasker2021	-7.600954461	-8.034161516	-5.503596786	-7.590579921	-4.687018297	-8.019445087	-7.74957348	-7.63280192	-7.46585586	-7.76602284	-6.721886438	-7.280497804	-5.424013183	-7.492248523	-8.041201278	-4.772392098	-5.066074635	-4.413830416	-4.979200292	-5.709571901	-4.613934682	-4.68946754	-4.558975005	-5.21315615	-4.510959246	-5.390223467	-2.797540796	-4.429875762	-6.153227762	-6.169828537	-5.221440033	-4.78020988	-4.687145936	-4.777981786	-4.503433699	-4.515036015	-4.697949072	-5.109192339	-5.148849927	-4.566482981	-5.26290978	-5.358828234	-4.547410747	-5.125290875	-3.291540716	-4.353768173	-5.18185887	-4.817540354	-5.355178406	-5.342133318	-5.253320789	-4.94276307	-5.266837246	-3.521683007	-5.182535853	-3.059706239	-4.024762232	-5.445995555	-5.70769029	-3.926126747	-4.091037417	-4.90504293
Proteobacteria	S59C217-Lasker2021	-7.873966826	-8.414859191	-4.154129535	-7.681535978	-3.969839583	-6.870733231	-7.475472117	-7.357649818	-7.267132399	-7.983533569	-5.782104708	-7.740831876	-4.190306582	-7.081149959	-7.85043239	-4.007741489	-4.16907216	-3.771613664	-4.249132115	-4.203553273	-3.910937195	-3.902061239	-3.99329662	-4.287850043	-3.776101952	-4.13091909	-4.545059955	-3.895983135	-4.231076385	-4.135256498	-4.1742109	-4.116962817	-3.939049811	-3.831772658	-3.955764466	-3.790571418	-3.991686481	-4.106541686	-4.283552592	-4.010564159	-4.214077671	-4.269967684	-4.096620771	-4.381211207	-4.21479655	-3.790783727	-4.154775499	-3.999571872	-4.225809862	-4.146118119	-4.23126606	-4.353820358	-4.398540237	-4.39319598	-4.148008475	-4.551943686	-3.835572697	-4.39859831	-4.474391955	-4.472328131	-3.762349261	-4.223161713
