		RL2103c001_100m-2	RL2103c001_48m-1	RL2103c001_5m-1	RL2103c002_100m-1	RL2103c002_48m-3	RL2103c002_5m-1	RL2103c009_20m-1	RL2103c009_40m-1	RL2103c009_5m-3	RL2103c010_25m-3	RL2103c010_50m-2	RL2103c010_5m-1	RL2103c014_25m-3	RL2103c014_55m-2	RL2103c014_5m-1	RL2103c015_30m-2	RL2103c015_5m-1	RL2103c015_80m-3	RL2103c019_100m-1	RL2103c019_44m-2	RL2103c019_5m-2	RL2103c023_5m-2	RL2103c023_60m-1	RL2103c024_100m-2	RL2103c024_40m-1	RL2103c024_5m-1	RL2103c025_100m-2	RL2103c025_40m-2	RL2103c025_5m-1	RL2103c032_5m-3	RL2103c032_66m-3	RL2103c032_80m-1	RL2103c033_100m-3	RL2103c033_35m-3	RL2103c033_5m-1	RL2103c034_100m-2	RL2103c034_34m-1	RL2103c044_100m-3	RL2103c044_52m-2	RL2103c044_5m-3	RL2103c045_100m-2	RL2103c045_23m-2	RL2103c045_5m-1	RL2103c046_15m-3	RL2103c046_30m-2	RL2103c046_5m-3	RL2103c049_23m-1	RL2103c049_5m-1	RL2103c049_93m-2	RL2103c050_100m-2	RL2103c050_21m-2	RL2103c050_5m-3	RL2103c067_100m-1	RL2103c067_57m-2	RL2103c067_5m-3	RL2103c068_37m-3	RL2103c068_5m-3	RL2103c071_5m-2	RL2103c071_68m-2	RL2103c072_100m-2	RL2103c072_35m-2	RL2103c072_5m-1	RL2103c074_100m-1	RL2103c074_13m-1	RL2103c074_5m-1	RL2103c077_19m-1	RL2103c077_5m-2	RL2103c077_70m-1	RL2103c078_100m-2	RL2103c078_27m-2	RL2103c078_5m-2	RL2103c081_45m-2	RL2103c081_5m-2	RL2103c088_51m-2	RL2103c088_5m-1	RL2103c089_100m-3	RL2103c089_20m-1	RL2103c089_5m-2	RL2103c090_100m-3	RL2103c090_53m-1	RL2103c090_5m-2
Proteobacteria	S53C128-Lasker2018	-6.174856324	-5.63462844	-5.551918502	-6.493579023	-4.736650312	-6.03019182	-5.841813851	-5.682473453	-6.389210267	-6.015656015	-5.9060283	-6.432090827	-7.163383929	-6.939277732	-6.686122629	-7.19458678	-6.942109847	-7.724034038	-9.101038928	-7.689683226	-7.079516315	-6.105902449	-7.547430415	-7.433787269	-7.724974731	-8.125000608	-8.390895839	-7.833618834	-9.427411895	-7.539330447	-7.07420262	-7.36612034	-8.244730625	-7.41335717	-7.45094536	-7.468190072	-7.537436007	-10.17304055	-10.07594712	-10.82457959	-9.529826198	-10.9418483	-11.17856123	-9.541363442	-8.980285161	-9.458729683	-10.93870631	-11.55308992	-9.419521774	-11.47679124	-13.56160776	-11.71154081	-8.713328521	-9.812224971	-10.20503428	-9.065952667	-9.184896968	-10.22711879	-8.796503869	-9.544901007	-9.049493249	-9.567850879	-9.915432814	-8.956697257	-9.436055164	-8.601478905	-9.83385366	-7.3099351	-7.618808683	-8.273060658	-9.703473191	-7.201177448	-5.331879114	-6.066573642	-6.542939264	-8.361525548	-8.141925641	-7.783550774	-9.470024212	-8.076959993	-8.195274162
Proteobacteria	S53C184-Lasker2021	-2.436458476	-2.701772284	-4.579431292	-2.244916922	-4.266909478	-5.109527938	-1.687742751	-1.601670601	-2.167679655	-2.117202634	-2.153762574	-2.406882163	-2.408486744	-2.161562632	-3.117360979	-2.519867219	-2.883866712	-2.712031551	-3.819244847	-2.886497116	-2.559282313	-2.593158929	-3.081269814	-2.424916006	-3.238609994	-3.264625199	-2.865351291	-2.160891878	-3.677034721	-2.547907269	-3.027330397	-3.123126469	-3.747144744	-2.788293788	-2.846273394	-4.195106401	-2.641321036	-4.450404667	-3.575772043	-4.316146464	-3.43856239	-4.574644861	-4.721136635	-3.09386451	-2.947480197	-3.366776419	-3.912745967	-5.786398909	-3.543120538	-5.17628329	-5.109611566	-7.697984757	-3.588762916	-3.622691007	-4.681370253	-3.297539478	-3.489494771	-3.38259574	-2.57108681	-4.399229438	-2.682392747	-3.250975836	-3.135361466	-3.096287818	-3.279452843	-2.481547693	-3.104277031	-2.305227922	-3.745387755	-2.64478367	-3.464862972	-1.734215951	-2.434060714	-2.014938289	-1.78494565	-2.500934439	-2.404455694	-2.623330848	-4.92241367	-2.121316374	-2.250246176
Proteobacteria	S53C400-Lasker2018	-2.827038251	-2.733684505	-3.786165501	-2.824610771	-3.270977657	-4.486441908	-1.992649275	-2.04869982	-2.250329123	-2.50253397	-3.187749611	-2.623471291	-2.751836256	-2.757196891	-2.038685231	-2.484379297	-2.178529195	-3.377760367	-4.603816503	-2.844697741	-2.120650269	-1.720057673	-3.474694762	-2.874374922	-2.917232731	-2.916537414	-3.706831879	-2.386037237	-2.522869722	-2.387271063	-3.658973955	-3.852776321	-4.552082602	-2.544141933	-2.182623055	-5.468778813	-2.64315765	-4.684911364	-3.333068479	-2.166801864	-4.474156748	-2.35855223	-2.034366147	-2.731624591	-2.039878187	-2.686873504	-2.765861401	-2.747631388	-5.208663243	-5.940704743	-2.699192234	-2.388732796	-4.414422562	-1.659926631	-1.726041388	-1.510785365	-1.834943244	-2.79518983	-2.598777126	-5.551975385	-2.562282987	-2.368103817	-4.632668215	-1.916687717	-2.272221944	-2.392462526	-3.080749458	-3.763960866	-6.059234395	-2.116968463	-2.826976568	-2.906498024	-2.481904541	-2.599669805	-2.965561406	-3.237271849	-3.554539314	-3.564225994	-6.394402571	-3.528334666	-3.079690396
Verrucomicrobiota	S53C571-Lasker2021	-6.331822821	-9.153550444	-8.815956906	-6.59037951	-12.62647541	-13.04710397	-11.039634	-10.80563981	-13.10669064	-10.30351835	-6.875924593	-14.54278945	-7.741070454	-6.667816677	-9.959427457	-8.210051933	-10.85197002	-4.945106716	-3.912680421	-5.279916957	-8.28384548	-7.795319181	-5.009746289	-5.812400423	-10.71074197	-10.42311359	-6.097665772	-7.225992467	-8.771970996	-7.385943188	-4.787254211	-4.578776387	-4.320526387	-7.182680836	-7.864566046	-4.023908037	-7.188008084	-4.151066925	-5.431722299	-10.52533517	-4.317194557	-20.72326584	-20.72326584	-9.271256555	-8.67822135	-9.66417542	-6.092953722	-11.22578236	-2.677468219	-3.93509549	-11.1071544	-20.72326584	-4.282306122	-7.152501676	-12.08809496	-7.158542855	-9.964249109	-11.22496359	-5.72670193	-3.88629566	-6.101662254	-11.12333022	-4.543981394	-10.67425099	-12.83890128	-11.73368393	-20.72326584	-5.088987068	-3.759617977	-7.75800877	-10.2286573	-7.828551822	-14.12565271	-13.97899094	-11.47990702	-7.363498781	-9.661535374	-9.720208554	-4.431970861	-8.689080574	-8.172473204
Thermoplasmatota	S55C10648-Lasker2021	-12.89124015	-10.54337359	-10.97164852	-11.15330641	-20.72326584	-20.72326584	-13.32272486	-20.72326584	-20.72326584	-12.71857888	-20.72326584	-20.72326584	-10.24653537	-20.72326584	-10.78424643	-11.02725889	-20.72326584	-10.60034433	-10.63507606	-9.61771901	-10.47144905	-11.67468433	-10.31725513	-9.292089564	-9.134203559	-8.727803365	-9.430799405	-8.630512853	-7.285868445	-11.52218833	-10.60447184	-10.90548706	-11.43232236	-10.73107204	-12.99179268	-10.0134694	-8.617963978	-10.04886899	-6.312990628	-4.618738926	-9.501625728	-4.813498157	-4.999725473	-9.627940624	-10.35554716	-11.32044807	-4.534766896	-4.602505739	-9.432794286	-7.997892622	-2.510285186	-2.501126146	-10.55290271	-6.359824756	-3.711917606	-6.291090464	-5.797763483	-7.737136083	-8.738604993	-10.56935106	-8.872965828	-8.608087954	-10.23318872	-7.631668394	-7.706571778	-20.72326584	-20.72326584	-12.04334524	-11.87507139	-8.46182897	-10.06536916	-20.72326584	-20.72326584	-13.84661492	-20.72326584	-20.72326584	-12.26163555	-20.72326584	-10.96092126	-10.48146089	-11.12483937
Bacteroidota	S55C1073-Lasker2021	-8.896668017	-8.209448599	-9.43409436	-9.386750635	-8.626805678	-8.264638266	-8.047036761	-8.640277008	-7.792401521	-8.531803048	-10.02781073	-8.301480057	-9.287187443	-8.608635352	-8.593696391	-8.442123289	-8.128872106	-9.634249429	-10.78309892	-9.686222365	-8.316248093	-8.353424131	-9.689507716	-8.477794417	-8.337704226	-8.341667717	-10.25114963	-8.428000458	-8.031974525	-8.707492506	-9.678482535	-9.833220589	-10.46795871	-8.458091753	-8.323390957	-11.17080471	-9.208512783	-9.936399415	-8.260830168	-7.468392488	-10.73113006	-7.245015346	-7.394535735	-8.199448002	-8.032112144	-8.28064982	-3.628071847	-5.920998628	-8.134962934	-8.441115642	-1.89895653	-3.436207641	-8.963274846	-5.384829087	-3.643624484	-4.36225091	-4.127638588	-8.508247077	-8.178174913	-11.97880959	-8.595457481	-8.340677121	-12.09961783	-8.484861586	-8.259794311	-9.243442967	-8.979932867	-9.940258514	-10.5364674	-8.340535519	-8.394965824	-8.823249508	-7.802359179	-8.115592976	-9.021148553	-8.065670124	-8.360893408	-8.450705462	-20.72326584	-8.721662509	-8.497444487
Proteobacteria	S55C160-Lasker2018	-4.610421852	-5.361807648	-5.744094849	-5.304444097	-5.374531463	-5.551225573	-5.451917994	-5.579787679	-5.425542287	-5.68207619	-5.189169193	-5.382488417	-3.924560472	-3.715992267	-3.251071049	-3.574667587	-3.489744242	-4.185519964	-5.912041354	-4.727926694	-3.526440588	-3.004949462	-4.512759433	-4.59880767	-3.949309435	-3.996559411	-4.670320521	-3.886599538	-4.342877539	-4.170705785	-4.430086761	-4.628183523	-5.286987789	-4.504128282	-4.682140111	-5.595295312	-4.34342419	-7.042834223	-5.570122547	-4.546146846	-6.950496927	-5.347726185	-4.98315428	-4.715496958	-4.42160765	-4.595680357	-8.58560384	-9.179470973	-8.710537435	-11.08455647	-8.840777298	-9.556279721	-6.638728642	-4.832936908	-5.392082744	-4.89138435	-5.517470391	-5.40479762	-4.529243661	-7.362135039	-4.541386043	-4.500838189	-7.106075799	-4.218386834	-4.659199852	-4.843769312	-5.67817511	-4.692967836	-6.287358001	-3.785567683	-4.56501294	-5.448031894	-5.255100667	-5.904442327	-6.050807458	-5.741604505	-5.56507501	-5.780453692	-6.301097684	-5.843371595	-5.625088159
Cyanobacteria	S55C180-Lasker2018	-8.078772532	-8.218107859	-9.210971031	-7.655113417	-9.000996398	-10.44352299	-7.965406312	-8.391613738	-8.457848777	-9.457308232	-8.696025343	-9.70292079	-9.690544651	-9.050461444	-9.768413241	-9.13116096	-10.07297669	-7.689129921	-7.223683065	-8.197636069	-9.313795371	-8.806310493	-8.25152286	-7.059209333	-6.954837065	-6.430868518	-7.609576289	-7.15988065	-4.942026004	-9.452525315	-8.189533385	-8.891709493	-8.28693076	-9.362858885	-8.69718267	-7.598172788	-8.253195492	-6.129026268	-4.730033994	-1.483041276	-6.822146736	-1.991572572	-1.764737838	-6.422802756	-6.189143199	-6.462642241	-3.996691094	-3.834733407	-5.824432617	-5.627962696	-2.495593904	-2.090503905	-7.265337063	-4.722559986	-3.640536971	-4.645882187	-4.320036734	-4.645513962	-4.764351046	-7.411168939	-5.440723913	-4.103177639	-8.223301936	-3.718490527	-4.4387465	-9.629160513	-8.812414143	-9.328626397	-6.805244269	-3.997764189	-3.892004274	-10.42966034	-10.80695066	-11.50735043	-10.86398475	-9.009014055	-9.233372793	-10.0796741	-8.71781496	-8.420977967	-8.298043123
Bacteroidota	S55C2280-Lasker2018	-10.34288584	-10.22757942	-10.97049874	-11.14540095	-9.548012168	-9.11633832	-9.928311021	-9.756369602	-8.597368858	-10.30080594	-10.92232593	-8.462129556	-10.75322988	-10.55256124	-11.44793598	-10.83912274	-11.61695104	-10.11545195	-9.905882719	-9.970977668	-11.14398528	-11.06834971	-11.05541005	-9.021335449	-10.55892998	-10.47253318	-10.48374204	-9.766926257	-8.548178207	-10.0937796	-10.32919457	-11.47699699	-10.11642313	-9.676843495	-9.758030726	-11.9499893	-12.37661867	-7.8814439	-6.0373637	-3.306307008	-8.202138394	-3.268231892	-3.014476127	-7.810613039	-7.596339685	-7.580064878	-4.515400325	-3.697541542	-7.774938992	-9.302090486	-5.792275352	-4.093023555	-6.314416666	-2.636513624	-1.602886515	-2.814856862	-3.192891413	-5.522989085	-6.872356379	-10.56808607	-7.200806352	-5.800571663	-9.669284108	-5.573148764	-5.796132725	-9.271398982	-7.834898133	-12.63561808	-20.72326584	-7.072482292	-5.985004578	-10.62908937	-9.80773329	-9.925616052	-10.03070241	-11.23072788	-11.48426051	-10.54218037	-20.72326584	-11.51585229	-11.03428499
Proteobacteria	S55C36-Lasker2018	-4.127025597	-3.529530048	-5.006235298	-3.219894819	-4.530585856	-5.840372391	-2.861596634	-2.776640488	-3.207787355	-3.346861594	-3.989804779	-3.479227207	-4.229387199	-3.948359139	-4.847574541	-4.074342308	-4.714643481	-4.460326222	-5.704439941	-4.334044873	-3.987087666	-3.873040109	-4.818548634	-3.477662422	-3.340843507	-3.122798598	-4.543175209	-3.226924756	-3.173945935	-3.743940173	-4.804352246	-4.977440189	-5.557141387	-3.45505456	-3.611411615	-8.676122395	-3.548618575	-6.402124947	-4.507418625	-3.657001983	-6.341927625	-3.833369786	-3.971402378	-3.442980651	-3.276077407	-3.770259285	-5.468244279	-5.80649972	-7.56788634	-9.807039929	-5.351969715	-7.287035742	-6.405619341	-3.472581907	-4.274918327	-3.328093241	-3.53995144	-3.525807386	-3.227763327	-7.710387648	-3.399051276	-3.572874389	-6.030076236	-3.358876009	-3.458372424	-3.019380584	-3.68552409	-4.830407803	-11.00686025	-3.010322576	-3.460657492	-3.279959122	-3.466460101	-3.189308843	-3.044445195	-2.759118479	-2.407148249	-2.574996872	-9.230267097	-2.334614698	-2.486035915
Proteobacteria	S55C386-Lasker2021	-3.008822761	-3.651308409	-4.740940769	-2.920063808	-6.333033703	-7.420080193	-3.273406644	-3.002527892	-3.349417377	-2.844269953	-2.94601433	-3.445759267	-3.536820938	-2.68644448	-5.343329377	-3.821408606	-5.084538326	-2.719288045	-3.322509194	-2.32130165	-3.718323219	-3.74544371	-2.651068097	-1.981918097	-3.660918783	-3.728370335	-2.188319829	-2.610690836	-3.226905905	-2.658810409	-3.180683838	-3.323730774	-3.58847196	-2.828662486	-2.678153238	-5.562532813	-2.245929741	-4.312762397	-1.790599896	-1.242685667	-3.99266847	-1.364785343	-1.305297029	-3.168938129	-2.900914142	-3.347641705	-1.104460433	-0.941353698	-4.303264993	-4.174275046	-0.700777818	-1.478515353	-5.101442114	-2.748867024	-1.697195435	-2.127792298	-1.893757371	-1.937266853	-2.511304733	-5.000686141	-2.306487889	-2.182506729	-3.243457596	-1.963781925	-2.06054096	-3.253843401	-2.974391692	-3.470770861	-8.72501208	-3.37298326	-3.548233485	-3.839363843	-4.600068522	-3.825993439	-3.900733176	-4.60775342	-4.752613792	-4.807258219	-5.624111775	-4.352531601	-4.202229461
Thermoplasmatota	S55C688-Lasker2021	-3.241386167	-2.758246387	-4.352449736	-2.383118469	-6.660331532	-7.188921824	-2.170610393	-1.366468358	-3.323462945	-1.957452247	-2.102988521	-3.400127324	-3.204625963	-2.815627121	-5.348241599	-3.890215771	-5.435715196	-2.930586912	-3.51894544	-2.249987937	-3.817621056	-3.968364124	-2.745293435	-1.832371792	-3.882222825	-3.901644994	-1.876544251	-2.277640649	-2.64909393	-2.898322137	-3.455199827	-3.458113793	-3.73180896	-2.860222402	-2.825534295	-5.469495467	-1.489178031	-4.291234208	-1.102620608	-1.000822728	-4.310635074	-1.345771608	-1.41248783	-3.767618941	-3.528251273	-3.912058356	-1.610715423	-2.500756059	-4.717877512	-4.065036141	0.052498614	-2.026840128	-5.896219206	-3.677877281	-2.36360904	-2.594734047	-2.285434155	-2.025179587	-2.518751653	-5.379235794	-2.300198892	-2.256348653	-2.873665785	-1.988683299	-2.12633685	-3.485280508	-3.335770352	-3.583915945	-7.738472763	-3.066189266	-3.744316776	-2.997201613	-5.424153144	-3.213194171	-2.852864013	-4.68735892	-5.061004547	-5.227807926	-6.12828234	-4.084200547	-4.082777756
Thermoplasmatota	S55C707-Lasker2021	-8.466900062	-7.946123875	-9.414570662	-8.952739589	-7.865301563	-6.942889148	-9.254576103	-9.171974543	-10.2088289	-9.314998468	-9.537171533	-10.39882622	-7.103546161	-7.975326942	-7.218924904	-6.853170602	-7.189972842	-9.336694724	-10.40759688	-7.927606758	-6.817353032	-6.913463741	-8.888641512	-6.659060557	-5.627440625	-4.892179591	-8.460568937	-5.731942101	-4.266819215	-8.203327789	-8.6787336	-9.386202468	-9.491060998	-6.456335642	-7.669797807	-8.968547564	-6.156373059	-8.363750176	-3.743492738	-1.707600446	-8.806374253	-2.059845987	-2.283691006	-6.403347445	-6.323354451	-6.498228829	-2.524342718	-2.47865339	-7.382239973	-6.909190809	-0.698298584	-0.783437554	-8.743193068	-4.123926279	-1.759474187	-3.867835847	-3.28098615	-3.979170046	-5.248410245	-11.50005584	-5.700714326	-4.367108781	-10.5833206	-3.886935593	-4.107245563	-9.869672771	-10.34654404	-10.52643431	-12.21877184	-6.09181709	-6.741603417	-9.730454417	-11.09416158	-9.979504046	-9.588662652	-10.07372774	-8.714891121	-8.895853261	-10.79791856	-8.534219164	-8.134234122
Thermoplasmatota	S55C921-Lasker2021	-4.010670051	-3.909744403	-5.890940601	-4.220831954	-4.237121005	-3.480951101	-4.913602599	-4.657316265	-5.930576054	-4.599864387	-5.059144415	-5.50549835	-2.280272765	-2.816140757	-3.12656694	-2.662478912	-2.924875455	-3.864216039	-5.699061596	-3.876418872	-3.294351324	-3.505091307	-4.210313111	-3.042818263	-4.229994815	-4.005528185	-4.616675115	-3.522070904	-4.010565097	-3.37505203	-4.361302236	-4.537197381	-5.252298582	-2.997144751	-3.327899737	-7.976768757	-3.64514391	-5.704669288	-3.140294315	-2.856562628	-5.889804389	-3.129921391	-3.322097491	-4.157363087	-3.986593384	-4.23658008	-2.405683935	-3.344750859	-6.173173444	-6.163054091	-1.158458982	-2.54730984	-7.758723407	-3.43120871	-2.743003497	-3.023725493	-2.769684448	-3.490549026	-3.437106558	-7.84179833	-3.139233959	-3.550372525	-5.836415151	-3.134702406	-3.341790885	-4.89169096	-6.184917315	-5.185978099	-8.908164814	-3.963828168	-4.667213051	-5.325181477	-7.531726533	-5.572490879	-5.415179776	-6.114441005	-5.460760769	-5.44954941	-9.230506753	-5.242971216	-5.072720715
None	S56C1045-Lasker2018	-4.781740612	-5.468735412	-7.224905984	-3.593267611	-8.285994808	-8.833784882	-4.599478514	-3.250185884	-6.420651998	-3.78107808	-2.419817974	-5.37142799	-4.068599158	-3.845093922	-6.693646579	-5.183538216	-6.558060913	-4.31174362	-4.736709564	-4.120284656	-5.982104489	-6.466783655	-4.591584195	-4.406541401	-6.114119079	-6.301288567	-3.337090519	-4.296881324	-7.078939704	-4.734490913	-4.585665544	-4.567354594	-4.688091901	-4.735692966	-5.241478537	-5.328346976	-3.177946572	-5.998451942	-4.524892614	-7.38475183	-5.34613173	-9.351615844	-9.807415481	-8.320046325	-8.019210162	-8.752103829	-5.125055794	-8.333621791	-6.834697773	-6.633037633	-5.910029603	-10.87425469	-4.678380653	-6.218733446	-8.021040237	-6.11937474	-7.509025074	-7.902530987	-5.349979992	-5.790503556	-5.088742738	-8.089187802	-4.55549213	-7.386574128	-8.138761653	-5.502957075	-7.091883667	-3.848362151	-7.841159439	-4.322017732	-7.343407941	-3.723662263	-8.231161868	-5.644524942	-4.062688989	-4.990650625	-6.337864121	-6.965138723	-5.941489942	-6.429213454	-6.514108129
Thermoplasmatota	S56C10648-Lasker2021	-11.94683753	-9.932586037	-11.04816041	-11.2746594	-12.69147568	-20.72326584	-10.25370445	-10.58799346	-20.72326584	-10.58527114	-10.89397185	-20.72326584	-10.38322422	-11.29703858	-11.8747864	-12.60427987	-10.35261713	-11.07477712	-10.9509764	-9.521144306	-10.08953332	-11.06418978	-10.31745807	-9.045594704	-8.925907121	-8.652124764	-10.05765902	-8.380410073	-6.859087408	-9.621421571	-10.25234938	-14.44572125	-11.07944689	-10.10325692	-11.27579791	-10.85480865	-8.353988792	-9.469012013	-6.068315916	-4.351162122	-9.296230233	-4.52369131	-4.736372179	-9.721033438	-9.672228319	-10.21989821	-4.206095319	-4.276508803	-8.56808967	-7.702584748	-2.487199216	-2.035911427	-9.98437033	-6.059443433	-3.393197933	-5.905425686	-5.484859979	-7.382553858	-8.373040078	-10.23901148	-8.658350387	-7.934425657	-10.14838782	-7.341702581	-7.462978902	-13.04634602	-12.06658144	-11.8330474	-11.37754637	-8.423800758	-9.04045808	-10.97660281	-11.35561599	-10.7737857	-10.6850121	-13.04186845	-14.73042758	-11.8293002	-20.72326584	-10.88140117	-10.41092798
Bacteroidota	S56C14425-Lasker2021	-10.21088554	-12.18989867	-15.65131822	-10.83570896	-11.90775238	-15.26340764	-12.38424579	-12.59592135	-14.196273	-13.54482631	-11.09798611	-16.77941937	-10.59719997	-8.843127161	-11.36265295	-8.992205905	-11.10935816	-8.556071243	-9.059874702	-9.11722724	-9.825696856	-10.57247662	-9.841773736	-8.216278446	-9.054109144	-7.758441059	-11.06069166	-9.58979364	-6.137725625	-10.95154586	-9.4024237	-8.829373374	-9.537003218	-9.30858896	-10.98634481	-10.39956477	-11.0791339	-10.1184356	-6.378219212	-4.086717701	-10.24319736	-3.563599047	-3.763121866	-8.978551658	-8.551354139	-8.923407105	-3.324806586	-4.292986031	-7.860201463	-8.190493191	-3.286221509	-1.334890165	-9.205940316	-5.63092763	-3.209323667	-5.211981591	-4.638777022	-6.635210398	-7.394865353	-15.49417106	-8.121842394	-7.480350106	-10.82547543	-6.420845677	-6.646062394	-12.59894589	-12.97915391	-10.32057635	-11.68646621	-8.063304431	-7.192634483	-15.86677561	-12.5278827	-13.05161334	-13.02967509	-12.29939575	-10.98190923	-12.44228599	-14.60895253	-11.1968475	-10.52760055
Marinisomatota	S56C291-Lasker2018	-2.041544928	-3.932711494	-5.085872022	-1.881624128	-7.742225108	-8.802484524	-3.801843873	-2.664641979	-5.196928789	-3.264361725	-1.031410097	-4.060181019	-2.552208011	-1.761537076	-5.48110023	-3.29616389	-5.228922096	-1.550944402	-1.394173113	-1.367511269	-3.645327749	-3.659258867	-1.075267352	-1.75518845	-4.651922543	-4.86472166	-1.113883743	-2.910891728	-3.138250326	-2.259495805	-1.587863713	-1.687330748	-1.838170924	-2.582239593	-3.06475921	-1.210858285	-2.10043631	-1.500494	-1.220011672	-4.429570504	-1.27570356	-6.194490325	-6.114657882	-4.367667739	-4.104614862	-4.693158149	-2.286562926	-5.701728725	-2.1168144	-1.61608797	-3.39301849	-7.683035804	-1.929636489	-3.431418236	-6.097621869	-3.307238815	-4.680673778	-4.37705382	-2.295133019	-1.684204881	-1.783841057	-4.918125678	-0.924893326	-4.4666666	-4.961858701	-3.933736598	-3.737089171	-1.635977076	-2.295427063	-3.048089903	-4.975619129	-2.349155547	-5.99710064	-4.213504385	-3.15209878	-3.237585693	-4.34747975	-4.409848745	-1.726727852	-3.383166411	-3.466760171
Thermoplasmatota	S56C316-Lasker2021	-6.866622933	-6.327744098	-7.413810798	-8.91026541	-5.85972829	-4.832878013	-9.561360051	-11.81580091	-11.39955366	-9.610897046	-9.162698963	-20.72326584	-8.483720553	-8.822769278	-6.783385362	-7.058509159	-6.432525269	-9.366125203	-10.24549589	-8.145323372	-6.618012406	-6.577862209	-9.371226048	-7.872909208	-5.521308429	-5.135010346	-9.256397504	-5.705240437	-4.16373522	-9.398317451	-9.362273005	-9.544182829	-9.868385058	-6.856549938	-8.372784064	-9.09337874	-6.233936851	-9.140333455	-4.97823616	-2.347116804	-8.891595919	-2.479897903	-2.561213138	-7.012782961	-6.915041157	-6.934962008	-2.904409579	-2.447894131	-7.577664758	-7.359981075	-1.322371276	-0.781965671	-8.622642378	-3.934101757	-2.048330539	-3.945508695	-3.248221271	-4.162278409	-6.061884651	-10.21084676	-6.475573981	-4.759744872	-9.39139617	-4.290334337	-4.396483189	-10.94175119	-11.203508	-9.369846668	-10.59834872	-5.484486476	-5.511232903	-9.646035796	-12.01126676	-11.25137545	-11.14301313	-10.55188633	-9.723612102	-9.332394634	-11.44510636	-9.097914505	-8.718511836
None	S57C1045-Lasker2018	-4.671820054	-5.402484372	-7.296243366	-3.517712479	-8.201810425	-8.822508011	-4.530476621	-3.187327644	-6.409819838	-3.705488382	-2.384959807	-5.252854828	-3.984654238	-3.848596102	-6.662799435	-5.179865523	-6.631460041	-4.26302365	-4.680338767	-4.023597622	-5.925309271	-6.308989934	-4.512102883	-4.307406888	-5.974569083	-6.220494892	-3.272551534	-4.216640204	-6.888584812	-4.666512966	-4.525386281	-4.539783087	-4.669005967	-4.647153375	-5.094042066	-5.290927936	-3.084936322	-5.894682578	-4.393560899	-7.295593566	-5.367693383	-9.340699544	-9.52911553	-8.240774577	-8.049796301	-8.392265429	-5.046345999	-8.465534194	-6.990852907	-6.578320245	-5.823851397	-11.29036977	-4.639635345	-6.12867846	-7.941116207	-6.049610743	-7.383731493	-7.921297742	-5.275625584	-5.77432677	-5.003775923	-7.985640603	-4.535159353	-7.222753736	-8.330243693	-5.431113327	-6.906346971	-3.805100465	-7.949123751	-4.212192387	-7.177176435	-3.658679421	-8.174636645	-5.588690978	-4.022751738	-4.909353254	-6.25058513	-6.821629052	-5.855711325	-6.354965938	-6.464026646
